timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];left_right_balance;accumulated_power[watts];cadence[rpm];left_pco[mm];right_pco[mm];left_power_phase[degrees];left_power_phase_peak[degrees];right_power_phase[degrees];right_power_phase_peak[degrees]
962875230;93824.0;180.40;10.07;195;152;30;171;2070108;97;-7;1;3.543750055371095E-5|2.0953125327392582E-5;7.45312511645508E-6|1.1812500184570315E-5;0.0|1.8984375296630863E-5;7.734375120849611E-6|1.2234375191162112E-5
962875231;93834.3;180.40;10.18;238;151;30;177;2070346;97;-5;1;3.543750055371095E-5|2.0953125327392582E-5;7.45312511645508E-6|1.1812500184570315E-5;0.0|1.8984375296630863E-5;7.734375120849611E-6|1.2234375191162112E-5
962875232;93844.78;180.40;10.39;222;152;30;177;2070568;98;-6;0;3.487500054492188E-5|2.1234375331787115E-5;8.71875013623047E-6|1.2375000193359378E-5;3.375000052734376E-5|1.982812530981446E-5;7.031250109863283E-6|1.1531250180175784E-5
962875233;93855.44;180.40;10.51;208;152;30;175;2070776;98;-6;0;3.529687555151368E-5|2.0531250320800787E-5;7.312500114257814E-6|1.1812500184570315E-5;3.529687555151368E-5|2.010937531420899E-5;7.171875112060549E-6|1.1953125186767581E-5
962875234;93866.28;180.40;10.53;154;152;30;179;2070930;97;-7;1;3.529687555151368E-5|2.0531250320800787E-5;7.312500114257814E-6|1.1812500184570315E-5;3.529687555151368E-5|2.010937531420899E-5;7.171875112060549E-6|1.1953125186767581E-5
962875235;93877.14;180.60;10.56;57;152;30;173;2070987;93;-7;1;4.21875006591797E-7|2.010937531420899E-5;7.312500114257814E-6|1.1812500184570315E-5;3.529687555151368E-5|2.010937531420899E-5;7.171875112060549E-6|1.1953125186767581E-5
962875236;93887.86;180.60;10.39;127;152;30;174;2071114;97;-5;3;4.21875006591797E-7|2.010937531420899E-5;7.312500114257814E-6|1.1812500184570315E-5;3.557812555590821E-5|1.982812530981446E-5;7.5937501186523455E-6|1.1812500184570315E-5
962875237;93898.52;180.60;10.50;177;152;30;167;2071291;97;-8;3;5.625000087890626E-7|2.039062531860352E-5;7.5937501186523455E-6|1.2093750188964847E-5;4.21875006591797E-7|2.0250000316406255E-5;7.312500114257814E-6|1.1250000175781253E-5
962875238;93908.96;180.60;10.24;232;152;30;176;2071523;98;-8;3;5.625000087890626E-7|2.039062531860352E-5;7.5937501186523455E-6|1.2093750188964847E-5;3.206250050097657E-5|2.039062531860352E-5;6.0468750944824235E-6|1.068750016699219E-5
962875239;93919.16;180.60;10.13;204;152;30;177;2071727;99;-6;1;5.625000087890626E-7|2.039062531860352E-5;7.5937501186523455E-6|1.2093750188964847E-5;3.206250050097657E-5|2.039062531860352E-5;6.0468750944824235E-6|1.068750016699219E-5
962875240;93929.5;180.60;10.30;147;152;30;179;2071874;98;-7;1;5.625000087890626E-7|2.039062531860352E-5;7.5937501186523455E-6|1.2093750188964847E-5;3.557812555590821E-5|1.982812530981446E-5;7.734375120849611E-6|1.1812500184570315E-5
962875241;93940.0;180.80;10.29;88;152;30;167;2071962;96;-5;4;3.5156250549316415E-5|1.88437502944336E-5;8.859375138427737E-6|1.2093750188964847E-5;3.557812555590821E-5|1.982812530981446E-5;7.734375120849611E-6|1.1812500184570315E-5
962875242;93950.32;180.80;10.09;106;153;30;172;2072068;99;-7;3;3.5156250549316415E-5|1.88437502944336E-5;8.859375138427737E-6|1.2093750188964847E-5;3.557812555590821E-5|1.982812530981446E-5;7.734375120849611E-6|1.1812500184570315E-5
962875243;93960.88;180.80;10.27;95;152;30;172;2072163;96;-7;3;5.625000087890626E-7|2.0671875322998053E-5;7.875000123046877E-6|1.265625019775391E-5;5.625000087890626E-7|2.0250000316406255E-5;7.312500114257814E-6|1.2093750188964847E-5
962875244;93971.46;180.80;10.32;109;152;30;170;2072272;97;-6;2;5.625000087890626E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.2093750188964847E-5;5.625000087890626E-7|2.0250000316406255E-5;7.312500114257814E-6|1.2093750188964847E-5
962875245;93981.98;180.80;10.28;181;152;30;170;2072453;96;-8;0;5.625000087890626E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.2093750188964847E-5;5.625000087890626E-7|2.0250000316406255E-5;7.312500114257814E-6|1.2093750188964847E-5
962875246;93992.56;180.80;10.29;196;152;30;177;2072649;98;-8;0;0.0|2.0812500325195316E-5;7.734375120849611E-6|1.2234375191162112E-5;3.529687555151368E-5|2.010937531420899E-5;6.890625107666017E-6|1.167187518237305E-5
962875247;94003.3;181.00;10.45;219;151;30;174;2072868;97;-7;1;3.543750055371095E-5|2.0531250320800787E-5;7.734375120849611E-6|1.2234375191162112E-5;3.360937552514649E-5|1.9546875305419927E-5;7.171875112060549E-6|1.1953125186767581E-5
962875248;94014.14;181.00;10.67;209;151;30;180;2073077;99;-7;1;3.543750055371095E-5|2.0531250320800787E-5;7.734375120849611E-6|1.2234375191162112E-5;3.445312553833009E-5|1.940625030322266E-5;6.750000105468752E-6|1.1531250180175784E-5
962875249;94024.98;181.00;10.64;199;151;30;176;2073276;101;-6;0;3.501562554711915E-5|2.0531250320800787E-5;7.734375120849611E-6|1.2375000193359378E-5;3.445312553833009E-5|1.940625030322266E-5;6.750000105468752E-6|1.1531250180175784E-5
962875250;94036.12;181.00;10.88;200;151;30;177;2073476;96;-6;0;3.529687555151368E-5|2.1234375331787115E-5;8.43750013183594E-6|1.2515625195556644E-5;3.445312553833009E-5|1.940625030322266E-5;6.750000105468752E-6|1.1531250180175784E-5
962875251;94047.36;181.00;11.12;192;151;30;177;2073668;91;-7;1;3.529687555151368E-5|2.1234375331787115E-5;8.43750013183594E-6|1.2515625195556644E-5;3.543750055371095E-5|2.0671875322998053E-5;6.0468750944824235E-6|1.2234375191162112E-5
962875252;94058.52;181.00;11.26;182;151;30;182;2073850;92;-7;0;0.0|2.0812500325195316E-5;7.5937501186523455E-6|1.1953125186767581E-5;3.543750055371095E-5|2.0671875322998053E-5;6.0468750944824235E-6|1.2234375191162112E-5
962875253;94069.84;181.00;11.10;32;151;30;183;2073882;78;-7;0;1.4062500219726565E-7|2.010937531420899E-5;7.312500114257814E-6|1.1812500184570315E-5;3.543750055371095E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5
962875254;94081.08;181.00;11.08;4;151;30;228;2073882;78;-6;7;1.4062500219726565E-7|2.010937531420899E-5;7.312500114257814E-6|1.1812500184570315E-5;3.543750055371095E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5
962875255;94092.12;181.00;10.66;4;150;30;180;2073890;55;-3;3;1.4062500219726565E-7|2.010937531420899E-5;7.312500114257814E-6|1.1812500184570315E-5;3.543750055371095E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5
962875256;94102.56;181.00;10.23;57;149;30;180;2073890;70;-3;3;1.4062500219726565E-7|2.010937531420899E-5;7.312500114257814E-6|1.1812500184570315E-5;3.543750055371095E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5
962875257;94112.86;181.00;10.21;57;149;30;176;2074004;91;-4;3;8.43750013183594E-7|2.039062531860352E-5;7.734375120849611E-6|1.2375000193359378E-5;3.543750055371095E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5
962875258;94123.18;181.00;10.13;196;149;30;177;2074200;96;-7;1;3.543750055371095E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.1953125186767581E-5;3.543750055371095E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5
962875259;94133.48;181.00;10.37;224;148;30;179;2074424;97;-5;0;3.543750055371095E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.1953125186767581E-5;3.543750055371095E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5
962875260;94144.08;181.00;10.42;160;149;30;180;2074584;97;-5;0;3.543750055371095E-5|2.039062531860352E-5;8.015625125244143E-6|1.2375000193359378E-5;3.5156250549316415E-5|1.9687500307617193E-5;7.031250109863283E-6|1.167187518237305E-5
962875261;94154.38;181.00;10.28;154;149;30;180;2074738;99;-5;0;5.625000087890626E-7|2.0531250320800787E-5;8.578125134033205E-6|1.3078125204345707E-5;3.473437554272462E-5|1.9687500307617193E-5;6.328125098876955E-6|1.1531250180175784E-5
962875262;94164.5;181.00;10.18;124;149;30;180;2074862;99;-7;1;5.625000087890626E-7|2.0531250320800787E-5;8.578125134033205E-6|1.3078125204345707E-5;3.473437554272462E-5|1.9687500307617193E-5;6.328125098876955E-6|1.1531250180175784E-5
962875263;94174.66;181.00;10.14;143;149;30;173;2075005;99;-7;1;1.4062500219726565E-7|2.039062531860352E-5;7.45312511645508E-6|1.2093750188964847E-5;3.557812555590821E-5|1.9687500307617193E-5;7.45312511645508E-6|1.1812500184570315E-5
962875264;94185.2;181.20;10.53;149;149;30;176;2075154;100;-8;2;3.557812555590821E-5|2.0250000316406255E-5;7.875000123046877E-6|1.2515625195556644E-5;3.557812555590821E-5|1.9687500307617193E-5;7.45312511645508E-6|1.1812500184570315E-5
962875265;94196.34;181.20;10.72;104;149;30;179;2075258;94;-6;5;2.6718750417480476E-6|2.0250000316406255E-5;9.70312515161133E-6|1.2234375191162112E-5;3.557812555590821E-5|1.9687500307617193E-5;7.45312511645508E-6|1.1812500184570315E-5
962875266;94207.28;181.40;10.46;71;148;30;173;2075329;86;-10;3;1.5468750241699222E-6|2.039062531860352E-5;7.875000123046877E-6|1.2796875199951175E-5;3.557812555590821E-5|1.9687500307617193E-5;7.45312511645508E-6|1.1812500184570315E-5
962875267;94218.64;181.60;10.46;117;148;30;173;2075446;88;-9;2;1.5468750241699222E-6|2.039062531860352E-5;7.875000123046877E-6|1.2796875199951175E-5;3.557812555590821E-5|1.9687500307617193E-5;7.45312511645508E-6|1.1812500184570315E-5
962875268;94230.04;181.60;10.61;125;148;30;174;2075571;87;-7;2;1.4062500219726565E-7|2.0250000316406255E-5;7.031250109863283E-6|1.1953125186767581E-5;0.0|1.9687500307617193E-5;6.750000105468752E-6|1.167187518237305E-5
962875269;94241.2;181.60;10.46;119;148;30;177;2075690;88;-8;0;1.4062500219726565E-7|2.0250000316406255E-5;7.031250109863283E-6|1.1953125186767581E-5;0.0|1.9687500307617193E-5;6.750000105468752E-6|1.167187518237305E-5
962875270;94252.34;181.60;10.84;103;147;30;174;2075793;88;-8;1;8.43750013183594E-7|1.9968750312011722E-5;7.312500114257814E-6|1.265625019775391E-5;1.4062500219726565E-7|2.0250000316406255E-5;7.312500114257814E-6|1.1953125186767581E-5
962875271;94263.7;181.60;11.03;82;147;30;176;2075875;98;-8;1;1.265625019775391E-6|1.940625030322266E-5;7.45312511645508E-6|1.2375000193359378E-5;1.4062500219726565E-7|2.0250000316406255E-5;7.312500114257814E-6|1.1953125186767581E-5
962875272;94274.88;181.60;10.81;5;146;30;176;2075880;60;-5;0;1.265625019775391E-6|1.940625030322266E-5;7.45312511645508E-6|1.2375000193359378E-5;2.812500043945313E-7|2.010937531420899E-5;7.5937501186523455E-6|1.1953125186767581E-5
962875273;94286.16;181.60;10.71;138;146;30;136;2076018;92;-5;0;1.265625019775391E-6|1.940625030322266E-5;7.45312511645508E-6|1.2375000193359378E-5;2.812500043945313E-7|2.010937531420899E-5;7.5937501186523455E-6|1.1953125186767581E-5
962875274;94297.38;181.60;10.66;106;145;30;174;2076124;88;-7;1;3.571875055810548E-5|2.109375032958985E-5;7.312500114257814E-6|1.2234375191162112E-5;2.812500043945313E-7|1.9546875305419927E-5;5.906250092285157E-6|1.167187518237305E-5
962875275;94308.58;181.60;10.51;41;145;30;182;2076124;70;-7;1;3.571875055810548E-5|2.109375032958985E-5;7.312500114257814E-6|1.2234375191162112E-5;2.812500043945313E-7|1.9546875305419927E-5;5.906250092285157E-6|1.167187518237305E-5
962875276;94319.38;181.60;10.34;41;144;30;178;2076206;87;-8;2;3.571875055810548E-5|2.109375032958985E-5;7.312500114257814E-6|1.2234375191162112E-5;3.557812555590821E-5|1.940625030322266E-5;7.45312511645508E-6|1.2375000193359378E-5
962875277;94330.14;181.60;10.63;112;144;30;166;2076318;86;-8;1;0.0|2.039062531860352E-5;8.015625125244143E-6|1.2234375191162112E-5;3.571875055810548E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.167187518237305E-5
962875278;94341.0;181.40;10.53;240;144;30;172;2076558;84;-8;1;8.43750013183594E-7|2.3906250373535162E-5;7.45312511645508E-6|1.2093750188964847E-5;3.571875055810548E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.167187518237305E-5
962875279;94351.64;181.40;10.62;301;145;30;179;2076859;89;-5;1;8.43750013183594E-7|2.3906250373535162E-5;7.45312511645508E-6|1.2093750188964847E-5;3.571875055810548E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.167187518237305E-5
962875280;94362.76;181.20;10.85;278;144;30;179;2077137;88;-5;1;3.5156250549316415E-5|2.3062500360351568E-5;7.312500114257814E-6|1.2093750188964847E-5;7.031250109863283E-7|2.109375032958985E-5;6.609375103271486E-6|1.167187518237305E-5
962875281;94374.12;181.20;10.96;272;145;30;178;2077409;93;-2;1;3.5156250549316415E-5|2.1656250338378913E-5;7.5937501186523455E-6|1.167187518237305E-5;3.459375054052735E-5|1.982812530981446E-5;6.609375103271486E-6|1.1390625177978518E-5
962875282;94385.66;181.40;11.51;206;145;30;177;2077615;92;-5;1;1.4062500219726565E-7|2.039062531860352E-5;7.45312511645508E-6|1.1531250180175784E-5;3.473437554272462E-5|1.9968750312011722E-5;7.45312511645508E-6|1.1109375173583987E-5
962875283;94397.3;181.40;11.53;190;145;30;179;2077805;94;-5;4;1.4062500219726565E-7|2.0250000316406255E-5;7.031250109863283E-6|1.1531250180175784E-5;0.0|2.0250000316406255E-5;6.187500096679689E-6|1.1109375173583987E-5
962875284;94408.92;181.20;11.59;179;146;30;176;2077984;94;-5;4;1.4062500219726565E-7|2.0250000316406255E-5;7.031250109863283E-6|1.1531250180175784E-5;0.0|2.0250000316406255E-5;6.187500096679689E-6|1.1109375173583987E-5
962875285;94420.62;181.20;11.64;168;147;30;178;2078152;95;-5;0;2.812500043945313E-7|2.0671875322998053E-5;7.734375120849611E-6|1.1953125186767581E-5;3.571875055810548E-5|1.982812530981446E-5;6.890625107666017E-6|1.1531250180175784E-5
962875286;94432.42;181.20;11.74;152;147;30;176;2078304;96;-6;1;1.4062500219726567E-6|2.010937531420899E-5;7.734375120849611E-6|1.2093750188964847E-5;3.571875055810548E-5|1.982812530981446E-5;6.890625107666017E-6|1.1531250180175784E-5
962875287;94444.2;181.20;11.52;133;147;30;174;2078437;101;-7;0;1.4062500219726567E-6|2.010937531420899E-5;7.734375120849611E-6|1.2093750188964847E-5;3.571875055810548E-5|1.982812530981446E-5;6.890625107666017E-6|1.1531250180175784E-5
962875288;94455.9;181.00;11.27;0;147;30;174;2078437;101;-7;0;1.4062500219726567E-6|2.010937531420899E-5;7.734375120849611E-6|1.2093750188964847E-5;2.812500043945313E-7|1.9968750312011722E-5;7.171875112060549E-6|1.1812500184570315E-5
962875289;94467.2;181.00;11.21;0;147;30;174;2078437;101;-7;0;1.4062500219726567E-6|2.010937531420899E-5;7.734375120849611E-6|1.2093750188964847E-5;2.812500043945313E-7|1.9968750312011722E-5;7.171875112060549E-6|1.1812500184570315E-5
962875290;94478.4;181.00;11.02;0;147;30;174;2078437;39;-7;0;1.4062500219726567E-6|2.010937531420899E-5;7.734375120849611E-6|1.2093750188964847E-5;2.812500043945313E-7|1.9968750312011722E-5;7.171875112060549E-6|1.1812500184570315E-5
962875291;94489.34;181.00;10.80;0;146;30;174;2078437;57;-7;0;1.4062500219726567E-6|2.010937531420899E-5;7.734375120849611E-6|1.2093750188964847E-5;2.812500043945313E-7|1.9968750312011722E-5;7.171875112060549E-6|1.1812500184570315E-5
962875292;94500.02;180.60;10.76;0;145;30;174;2078437;59;-7;0;1.4062500219726567E-6|2.010937531420899E-5;7.734375120849611E-6|1.2093750188964847E-5;2.812500043945313E-7|1.9968750312011722E-5;7.171875112060549E-6|1.1812500184570315E-5
962875293;94510.68;180.40;10.53;53;145;30;174;2078490;82;-4;3;0.0|1.9265625301025395E-5;7.031250109863283E-6|1.1953125186767581E-5;2.2500000351562503E-6|1.9546875305419927E-5;6.328125098876955E-6|1.1531250180175784E-5
962875294;94521.38;180.20;10.66;130;145;30;169;2078620;89;-6;2;3.571875055810548E-5|2.1234375331787115E-5;6.750000105468752E-6|1.1390625177978518E-5;2.2500000351562503E-6|1.9546875305419927E-5;6.328125098876955E-6|1.1531250180175784E-5
962875295;94532.24;180.00;10.85;219;145;30;174;2078839;91;-7;2;3.571875055810548E-5|2.1234375331787115E-5;6.750000105468752E-6|1.1390625177978518E-5;3.529687555151368E-5|1.940625030322266E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875296;94543.38;180.00;11.23;154;145;30;176;2078993;93;-7;2;8.43750013183594E-7|2.0953125327392582E-5;7.5937501186523455E-6|1.167187518237305E-5;3.529687555151368E-5|1.940625030322266E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875297;94554.74;179.80;11.44;152;146;30;171;2079145;93;-8;0;8.43750013183594E-7|2.0953125327392582E-5;7.5937501186523455E-6|1.167187518237305E-5;3.529687555151368E-5|1.940625030322266E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875298;94566.2;179.80;11.56;185;146;30;176;2079330;96;-9;0;8.43750013183594E-7|2.0531250320800787E-5;7.45312511645508E-6|1.1812500184570315E-5;3.557812555590821E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1812500184570315E-5
962875299;94577.84;179.80;11.74;132;146;30;176;2079462;101;-9;0;4.21875006591797E-7|1.8984375296630863E-5;7.171875112060549E-6|1.1531250180175784E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875300;94589.58;179.80;11.79;14;146;30;176;2079476;65;-6;3;4.21875006591797E-7|1.8984375296630863E-5;7.171875112060549E-6|1.1531250180175784E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875301;94601.56;179.60;11.98;0;146;30;178;2079476;62;-6;3;4.21875006591797E-7|1.8984375296630863E-5;7.171875112060549E-6|1.1531250180175784E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875302;94613.5;179.60;11.75;0;145;30;178;2079476;64;-6;3;4.21875006591797E-7|1.8984375296630863E-5;7.171875112060549E-6|1.1531250180175784E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875303;94625.46;179.60;11.80;0;144;30;172;2079478;61;-3;0;4.21875006591797E-7|1.8984375296630863E-5;7.171875112060549E-6|1.1531250180175784E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875304;94637.58;179.60;12.10;2;144;30;128;2079480;75;0;6;4.21875006591797E-7|1.8984375296630863E-5;7.171875112060549E-6|1.1531250180175784E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875305;94649.62;179.40;12.00;81;142;30;166;2079561;112;-4;4;7.031250109863283E-7|1.88437502944336E-5;8.71875013623047E-6|1.2093750188964847E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875306;94661.64;179.20;12.06;53;142;30;166;2079614;93;-4;4;7.031250109863283E-7|1.88437502944336E-5;8.71875013623047E-6|1.2093750188964847E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875307;94673.8;179.00;12.18;89;141;30;174;2079703;93;-7;2;7.031250109863283E-7|1.88437502944336E-5;8.71875013623047E-6|1.2093750188964847E-5;0.0|1.940625030322266E-5;6.750000105468752E-6|1.167187518237305E-5
962875308;94686.38;178.60;12.44;33;140;30;174;2079736;87;-7;2;4.21875006591797E-7|2.010937531420899E-5;7.312500114257814E-6|1.2375000193359378E-5;2.531250039550782E-6|2.0250000316406255E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875309;94698.92;178.20;12.41;49;140;30;174;2079785;101;-4;4;4.21875006591797E-7|2.010937531420899E-5;7.312500114257814E-6|1.2375000193359378E-5;2.531250039550782E-6|2.0250000316406255E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875310;94711.5;178.00;12.69;12;139;30;174;2079785;101;-4;1;4.21875006591797E-7|2.010937531420899E-5;7.312500114257814E-6|1.2375000193359378E-5;2.531250039550782E-6|2.0250000316406255E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875311;94724.34;177.80;12.83;12;138;30;174;2079809;84;-2;2;1.687500026367188E-6|2.109375032958985E-5;7.45312511645508E-6|1.2796875199951175E-5;2.531250039550782E-6|2.0250000316406255E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875312;94737.32;177.60;12.92;87;138;30;157;2079896;92;-5;1;1.687500026367188E-6|2.109375032958985E-5;7.45312511645508E-6|1.2796875199951175E-5;2.531250039550782E-6|2.0250000316406255E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875313;94750.28;177.40;12.97;154;137;30;175;2080050;94;-7;1;4.21875006591797E-7|2.137500033398438E-5;7.45312511645508E-6|1.2515625195556644E-5;1.1250000175781252E-6|2.0812500325195316E-5;8.578125134033205E-6|1.2796875199951175E-5
962875314;94763.42;177.20;13.18;108;137;30;177;2080158;98;-6;1;4.21875006591797E-7|2.137500033398438E-5;7.45312511645508E-6|1.2515625195556644E-5;1.1250000175781252E-6|2.0812500325195316E-5;8.578125134033205E-6|1.2796875199951175E-5
962875315;94776.74;176.60;13.33;13;137;30;228;2080171;70;-7;1;4.21875006591797E-7|2.137500033398438E-5;7.45312511645508E-6|1.2515625195556644E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875316;94790.16;176.20;13.32;0;136;30;228;2080171;73;-7;1;4.21875006591797E-7|2.137500033398438E-5;7.45312511645508E-6|1.2515625195556644E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875317;94803.4;175.80;13.08;0;136;30;228;2080171;63;-7;1;4.21875006591797E-7|2.137500033398438E-5;7.45312511645508E-6|1.2515625195556644E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875318;94816.7;175.40;13.16;0;136;30;228;2080171;73;-7;1;4.21875006591797E-7|2.137500033398438E-5;7.45312511645508E-6|1.2515625195556644E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875319;94830.12;174.60;13.27;84;135;30;228;2080255;100;-4;2;0.0|2.1796875340576176E-5;6.750000105468752E-6|1.167187518237305E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875320;94843.68;174.20;13.44;75;134;30;175;2080330;96;-6;1;0.0|1.9546875305419927E-5;5.906250092285157E-6|1.2234375191162112E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875321;94857.2;174.00;13.55;36;134;30;164;2080366;89;-5;3;0.0|1.9546875305419927E-5;5.906250092285157E-6|1.2234375191162112E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875322;94870.88;173.60;13.56;0;133;30;164;2080366;66;-5;3;0.0|1.9546875305419927E-5;5.906250092285157E-6|1.2234375191162112E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875323;94884.8;173.20;13.32;0;133;30;228;2080366;66;-5;3;0.0|1.9546875305419927E-5;5.906250092285157E-6|1.2234375191162112E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875324;94898.5;172.80;13.29;0;132;30;228;2080366;88;-5;3;0.0|1.9546875305419927E-5;5.906250092285157E-6|1.2234375191162112E-5;0.0|2.0812500325195316E-5;6.609375103271486E-6|1.167187518237305E-5
962875325;94912.42;172.40;13.32;51;131;30;168;2080417;92;-4;4;0.0|1.9546875305419927E-5;5.906250092285157E-6|1.2234375191162112E-5;2.8125000439453133E-6|1.8000000281250003E-5;7.031250109863283E-6|1.3359375208740238E-5
962875326;94926.3;171.80;13.52;84;131;30;178;2080501;97;-4;4;0.0|1.9546875305419927E-5;5.906250092285157E-6|1.2234375191162112E-5;2.8125000439453133E-6|1.8000000281250003E-5;7.031250109863283E-6|1.3359375208740238E-5
962875327;94940.24;171.40;13.68;92;131;30;171;2080593;102;-5;4;9.843750153808596E-7|1.9968750312011722E-5;7.171875112060549E-6|1.2234375191162112E-5;2.8125000439453133E-6|1.8000000281250003E-5;7.031250109863283E-6|1.3359375208740238E-5
962875328;94954.04;171.00;13.78;17;131;30;171;2080610;65;-1;2;9.843750153808596E-7|1.9968750312011722E-5;7.171875112060549E-6|1.2234375191162112E-5;1.687500026367188E-6|1.912500029882813E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875329;94967.96;170.40;13.67;43;131;30;171;2080610;62;-1;2;9.843750153808596E-7|1.9968750312011722E-5;7.171875112060549E-6|1.2234375191162112E-5;1.687500026367188E-6|1.912500029882813E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875330;94981.66;170.20;13.36;43;131;30;181;2080610;61;-1;2;9.843750153808596E-7|1.9968750312011722E-5;7.171875112060549E-6|1.2234375191162112E-5;1.687500026367188E-6|1.912500029882813E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875331;94995.16;169.80;13.53;44;131;30;128;2080740;100;-4;2;4.21875006591797E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.2234375191162112E-5;1.687500026367188E-6|1.912500029882813E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875332;95008.98;169.60;13.70;159;131;30;174;2080899;99;-5;2;4.21875006591797E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.2234375191162112E-5;1.687500026367188E-6|1.912500029882813E-5;7.5937501186523455E-6|1.2093750188964847E-5
962875333;95022.88;169.20;13.86;97;132;30;175;2080996;98;-4;4;1.4062500219726567E-6|2.1234375331787115E-5;8.296875129638674E-6|1.2093750188964847E-5;2.109375032958985E-6|2.0953125327392582E-5;6.328125098876955E-6|1.1109375173583987E-5
962875334;95036.74;169.00;13.93;72;132;30;193;2081068;94;-4;4;1.4062500219726567E-6|2.1234375331787115E-5;8.296875129638674E-6|1.2093750188964847E-5;3.9375000615234385E-6|2.0531250320800787E-5;5.906250092285157E-6|9.984375156005861E-6
962875335;95050.86;168.80;13.86;0;132;30;193;2081068;94;-4;4;1.4062500219726567E-6|2.1234375331787115E-5;8.296875129638674E-6|1.2093750188964847E-5;3.9375000615234385E-6|2.0531250320800787E-5;5.906250092285157E-6|9.984375156005861E-6
962875336;95064.9;168.40;13.89;0;132;30;193;2081068;94;-4;4;1.4062500219726567E-6|2.1234375331787115E-5;8.296875129638674E-6|1.2093750188964847E-5;3.9375000615234385E-6|2.0531250320800787E-5;5.906250092285157E-6|9.984375156005861E-6
962875337;95079.12;168.00;13.84;0;131;30;193;2081068;0;-4;4;1.4062500219726567E-6|2.1234375331787115E-5;8.296875129638674E-6|1.2093750188964847E-5;3.9375000615234385E-6|2.0531250320800787E-5;5.906250092285157E-6|9.984375156005861E-6
962875338;95093.22;167.80;14.03;0;130;30;193;2081068;0;-4;4;1.4062500219726567E-6|2.1234375331787115E-5;8.296875129638674E-6|1.2093750188964847E-5;3.9375000615234385E-6|2.0531250320800787E-5;5.906250092285157E-6|9.984375156005861E-6
962875339;95108.08;167.40;14.26;0;130;30;193;2081068;0;-4;4;1.4062500219726567E-6|2.1234375331787115E-5;8.296875129638674E-6|1.2093750188964847E-5;3.9375000615234385E-6|2.0531250320800787E-5;5.906250092285157E-6|9.984375156005861E-6
