timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];left_right_balance;accumulated_power[watts];cadence[rpm];left_pco[mm];right_pco[mm];left_power_phase[degrees];left_power_phase_peak[degrees];right_power_phase[degrees];right_power_phase_peak[degrees]
962867540;43939.52;168.40;9.73;0;128;24;203;841869;65;3;1;8.43750013183594E-7|2.039062531860352E-5;6.609375103271486E-6|1.1812500184570315E-5;2.812500043945313E-7|2.1656250338378913E-5;6.890625107666017E-6|1.2234375191162112E-5
962867541;43949.31;167.60;8.45;0;127;24;203;841869;0;3;1;8.43750013183594E-7|2.039062531860352E-5;6.609375103271486E-6|1.1812500184570315E-5;2.812500043945313E-7|2.1656250338378913E-5;6.890625107666017E-6|1.2234375191162112E-5
962867542;43956.68;167.20;6.46;0;125;24;203;841869;0;3;1;8.43750013183594E-7|2.039062531860352E-5;6.609375103271486E-6|1.1812500184570315E-5;2.812500043945313E-7|2.1656250338378913E-5;6.890625107666017E-6|1.2234375191162112E-5
962867543;43962.3;166.60;5.29;0;123;24;203;841869;0;3;1;8.43750013183594E-7|2.039062531860352E-5;6.609375103271486E-6|1.1812500184570315E-5;2.812500043945313E-7|2.1656250338378913E-5;6.890625107666017E-6|1.2234375191162112E-5
962867544;43967.3;165.60;5.71;0;122;24;203;841869;0;3;1;8.43750013183594E-7|2.039062531860352E-5;6.609375103271486E-6|1.1812500184570315E-5;2.812500043945313E-7|2.1656250338378913E-5;6.890625107666017E-6|1.2234375191162112E-5
962867545;43973.18;163.80;7.33;4;120;24;203;841873;9;7;1;8.43750013183594E-7|2.039062531860352E-5;6.609375103271486E-6|1.1812500184570315E-5;2.812500043945313E-7|2.1656250338378913E-5;6.890625107666017E-6|1.2234375191162112E-5
962867546;43980.75;162.80;8.96;219;120;24;203;842092;78;-3;28;8.43750013183594E-7|2.039062531860352E-5;6.609375103271486E-6|1.1812500184570315E-5;2.812500043945313E-7|2.1656250338378913E-5;6.890625107666017E-6|1.2234375191162112E-5
962867547;43989.96;161.60;9.90;247;120;24;168;842092;78;-3;1;0.0|2.3765625371337896E-5;7.031250109863283E-6|1.1109375173583987E-5;2.390625037353516E-6|1.9546875305419927E-5;7.171875112060549E-6|1.0828125169189457E-5
962867548;44000.31;160.80;11.01;247;121;24;175;842586;92;-4;-1;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;2.390625037353516E-6|1.9546875305419927E-5;7.171875112060549E-6|1.0828125169189457E-5
962867549;44011.85;160.00;12.05;105;123;24;177;842691;94;-6;2;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867550;44024.37;159.60;12.95;5;125;24;177;842696;60;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867551;44037.73;159.00;13.70;0;125;24;228;842696;60;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867552;44051.77;158.00;14.36;0;126;24;228;842696;60;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867553;44066.51;156.80;14.98;0;126;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867554;44081.82;155.80;15.49;0;125;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867555;44097.41;155.00;15.69;0;124;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867556;44113.3;153.80;16.05;0;122;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867557;44129.53;152.60;16.43;0;122;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867558;44145.74;151.20;15.95;0;121;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867559;44161.03;150.00;14.54;0;121;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867560;44174.85;148.80;12.96;0;121;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867561;44187.56;147.20;12.25;0;120;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867562;44199.51;145.40;11.43;0;121;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867563;44210.26;143.20;9.95;0;121;24;228;842696;0;-4;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867564;44219.28;141.40;8.00;5;121;24;128;842701;4;3;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867565;44226.73;139.80;7.23;2;122;24;128;842701;4;3;4;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867566;44233.55;138.40;7.18;2;122;24;165;842705;30;6;-81;3.557812555590821E-5|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867567;44240.39;137.20;7.21;266;122;24;167;842971;80;-2;2;3.501562554711915E-5|2.559375039990235E-5;7.45312511645508E-6|1.2093750188964847E-5;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2796875199951175E-5
962867568;44247.68;136.20;7.61;307;123;24;176;843278;88;-2;0;3.501562554711915E-5|2.559375039990235E-5;7.45312511645508E-6|1.2093750188964847E-5;2.812500043945313E-7|2.235937534936524E-5;5.906250092285157E-6|1.4203125221923831E-5
962867569;44255.49;135.00;7.85;282;125;24;178;843560;89;-2;2;3.473437554272462E-5|2.3765625371337896E-5;7.734375120849611E-6|1.2093750188964847E-5;3.487500054492188E-5|2.137500033398438E-5;5.765625090087892E-6|1.1109375173583987E-5
962867570;44263.62;133.80;8.04;315;126;24;173;843875;97;-2;2;7.031250109863283E-7|2.432812538012696E-5;7.5937501186523455E-6|1.1812500184570315E-5;3.473437554272462E-5|2.0953125327392582E-5;6.609375103271486E-6|1.2234375191162112E-5
962867571;44271.91;133.20;8.23;292;128;24;173;844167;93;-3;0;7.031250109863283E-7|2.432812538012696E-5;7.5937501186523455E-6|1.1812500184570315E-5;3.473437554272462E-5|2.0953125327392582E-5;6.609375103271486E-6|1.2234375191162112E-5
962867572;44280.41;133.00;8.46;253;129;24;177;844420;85;-3;0;3.3187500518554695E-5|2.33437503647461E-5;7.734375120849611E-6|1.2093750188964847E-5;0.0|2.1234375331787115E-5;6.46875010107422E-6|1.0828125169189457E-5
962867573;44289.03;132.80;8.54;238;131;24;176;844658;90;-3;0;3.487500054492188E-5|2.0531250320800787E-5;6.750000105468752E-6|1.1812500184570315E-5;3.389062552954102E-5|2.109375032958985E-5;7.312500114257814E-6|1.1109375173583987E-5
962867574;44297.71;132.60;8.65;211;133;24;178;844869;89;-4;-1;3.557812555590821E-5|2.1234375331787115E-5;7.734375120849611E-6|1.1812500184570315E-5;3.5156250549316415E-5|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867575;44306.44;132.40;8.69;190;134;24;175;845059;90;-4;-1;4.21875006591797E-7|2.137500033398438E-5;6.187500096679689E-6|1.1953125186767581E-5;3.5156250549316415E-5|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867576;44315.3;132.40;8.78;219;136;24;175;845278;91;-6;-1;4.21875006591797E-7|2.137500033398438E-5;6.187500096679689E-6|1.1953125186767581E-5;3.5156250549316415E-5|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867577;44324.27;132.40;8.88;205;136;24;174;845483;92;-6;-1;3.557812555590821E-5|2.1515625336181647E-5;7.171875112060549E-6|1.2375000193359378E-5;3.5156250549316415E-5|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867578;44333.34;132.40;8.96;208;137;24;174;845691;95;-7;-2;3.557812555590821E-5|2.1515625336181647E-5;7.171875112060549E-6|1.2375000193359378E-5;3.5156250549316415E-5|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867579;44342.4;132.40;8.89;161;138;24;174;845852;91;-8;-2;0.0|2.2500000351562507E-5;7.171875112060549E-6|1.2234375191162112E-5;3.529687555151368E-5|2.0812500325195316E-5;7.171875112060549E-6|1.2093750188964847E-5
962867580;44351.4;132.40;8.81;153;138;24;174;846005;91;-8;-2;5.625000087890626E-7|2.0953125327392582E-5;6.46875010107422E-6|1.1531250180175784E-5;3.529687555151368E-5|2.0250000316406255E-5;7.45312511645508E-6|1.2093750188964847E-5
962867581;44360.33;132.40;8.71;157;138;24;174;846162;90;-5;-2;3.557812555590821E-5|2.362500036914063E-5;8.71875013623047E-6|1.2515625195556644E-5;2.812500043945313E-7|2.010937531420899E-5;6.890625107666017E-6|1.2375000193359378E-5
962867582;44369.12;132.40;8.56;138;139;24;170;846300;88;-8;0;3.557812555590821E-5|2.362500036914063E-5;8.71875013623047E-6|1.2515625195556644E-5;2.812500043945313E-7|2.010937531420899E-5;6.890625107666017E-6|1.2375000193359378E-5
962867583;44377.73;132.40;8.41;78;139;24;177;846378;86;-10;0;0.0|2.0953125327392582E-5;7.312500114257814E-6|1.265625019775391E-5;1.5468750241699222E-6|2.010937531420899E-5;1.0546875164794924E-5|1.3359375208740238E-5
962867584;44386.12;132.40;8.14;90;138;24;168;846468;82;-8;-1;8.43750013183594E-7|2.0250000316406255E-5;7.031250109863283E-6|1.2515625195556644E-5;8.43750013183594E-7|1.9968750312011722E-5;6.609375103271486E-6|1.1812500184570315E-5
962867585;44394.24;132.40;7.91;96;139;24;174;846564;82;-7;0;8.43750013183594E-7|2.0250000316406255E-5;7.031250109863283E-6|1.2515625195556644E-5;8.43750013183594E-7|1.9968750312011722E-5;6.609375103271486E-6|1.1812500184570315E-5
962867586;44402.18;132.40;7.69;94;138;24;174;846658;78;-10;0;8.43750013183594E-7|2.0671875322998053E-5;6.750000105468752E-6|1.2234375191162112E-5;8.43750013183594E-7|1.9968750312011722E-5;6.609375103271486E-6|1.1812500184570315E-5
962867587;44409.89;132.40;7.51;85;138;24;173;846743;83;-10;0;8.43750013183594E-7|1.9968750312011722E-5;6.750000105468752E-6|1.1812500184570315E-5;8.43750013183594E-7|2.0250000316406255E-5;6.890625107666017E-6|1.2375000193359378E-5
962867588;44417.43;132.40;7.38;117;139;24;173;846860;85;-10;-1;8.43750013183594E-7|1.9968750312011722E-5;6.750000105468752E-6|1.1812500184570315E-5;8.43750013183594E-7|2.0250000316406255E-5;6.890625107666017E-6|1.2375000193359378E-5
962867589;44424.83;132.40;7.32;128;139;24;175;846988;84;-10;-1;0.0|2.0531250320800787E-5;6.750000105468752E-6|1.2093750188964847E-5;8.43750013183594E-7|1.9546875305419927E-5;6.328125098876955E-6|1.1812500184570315E-5
962867590;44432.23;132.40;7.27;127;139;24;177;847115;82;-9;0;0.0|2.0531250320800787E-5;6.750000105468752E-6|1.2093750188964847E-5;7.031250109863283E-7|2.0250000316406255E-5;6.187500096679689E-6|1.1953125186767581E-5
962867591;44439.62;132.60;7.30;153;139;24;171;847268;84;-8;0;1.4062500219726565E-7|2.0812500325195316E-5;7.312500114257814E-6|1.1953125186767581E-5;1.4062500219726567E-6|2.1234375331787115E-5;6.328125098876955E-6|1.1812500184570315E-5
962867592;44446.99;132.80;7.30;170;139;24;171;847438;84;-8;0;2.812500043945313E-7|2.0531250320800787E-5;6.609375103271486E-6|1.1953125186767581E-5;2.812500043945313E-7|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867593;44454.37;133.00;7.32;149;139;24;177;847587;84;-7;-1;2.812500043945313E-7|2.0531250320800787E-5;6.609375103271486E-6|1.1953125186767581E-5;2.812500043945313E-7|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867594;44461.74;133.00;7.29;118;139;24;176;847705;83;-9;-1;1.4062500219726565E-7|2.0671875322998053E-5;6.750000105468752E-6|1.1812500184570315E-5;0.0|2.0250000316406255E-5;7.031250109863283E-6|1.1812500184570315E-5
962867595;44469.13;133.20;7.30;160;140;24;170;847865;84;-6;-1;2.2500000351562503E-6|2.0812500325195316E-5;7.5937501186523455E-6|1.167187518237305E-5;0.0|2.0250000316406255E-5;7.031250109863283E-6|1.1812500184570315E-5
962867596;44476.51;133.60;7.29;164;140;24;176;848029;82;-8;0;2.2500000351562503E-6|2.0812500325195316E-5;7.5937501186523455E-6|1.167187518237305E-5;4.21875006591797E-7|1.940625030322266E-5;6.890625107666017E-6|1.1531250180175784E-5
962867597;44483.83;133.80;7.22;178;140;24;177;848207;83;-8;0;3.543750055371095E-5|2.0812500325195316E-5;6.609375103271486E-6|1.1953125186767581E-5;0.0|1.982812530981446E-5;6.328125098876955E-6|1.1390625177978518E-5
962867598;44491.12;133.80;7.20;214;140;24;171;848421;84;-8;0;1.4062500219726565E-7|2.1656250338378913E-5;6.750000105468752E-6|1.167187518237305E-5;8.43750013183594E-7|2.4046875375732428E-5;7.031250109863283E-6|1.167187518237305E-5
962867599;44498.49;134.00;7.51;210;141;24;171;848631;83;-8;1;1.4062500219726565E-7|2.1656250338378913E-5;6.750000105468752E-6|1.167187518237305E-5;8.43750013183594E-7|2.4046875375732428E-5;7.031250109863283E-6|1.167187518237305E-5
962867600;44506.04;134.20;7.53;243;141;24;177;848874;86;-8;1;3.529687555151368E-5|2.2078125344970708E-5;7.031250109863283E-6|1.1812500184570315E-5;3.543750055371095E-5|2.010937531420899E-5;6.46875010107422E-6|1.1250000175781253E-5
962867601;44513.58;134.20;7.48;273;141;24;175;849147;86;-6;1;3.5156250549316415E-5|2.3484375366943367E-5;6.609375103271486E-6|1.167187518237305E-5;3.473437554272462E-5|2.1515625336181647E-5;6.750000105468752E-6|1.1390625177978518E-5
962867602;44521.11;134.40;7.53;268;142;24;178;849415;86;-5;-1;3.5156250549316415E-5|2.3484375366943367E-5;6.609375103271486E-6|1.167187518237305E-5;3.304687551635743E-5|2.0671875322998053E-5;6.890625107666017E-6|1.1812500184570315E-5
962867603;44528.69;134.60;7.58;305;142;24;177;849720;90;-4;-1;3.543750055371095E-5|2.362500036914063E-5;7.5937501186523455E-6|1.1953125186767581E-5;3.304687551635743E-5|2.0671875322998053E-5;6.890625107666017E-6|1.1812500184570315E-5
962867604;44536.35;134.60;7.73;261;143;24;179;849981;90;-4;-1;3.431250053613282E-5|2.362500036914063E-5;8.578125134033205E-6|1.2093750188964847E-5;3.3187500518554695E-5|2.109375032958985E-5;7.031250109863283E-6|1.1250000175781253E-5
962867605;44544.31;134.60;8.01;252;144;24;180;850233;93;-5;0;3.431250053613282E-5|2.362500036914063E-5;8.578125134033205E-6|1.2093750188964847E-5;3.431250053613282E-5|2.0531250320800787E-5;7.312500114257814E-6|1.1390625177978518E-5
962867606;44552.46;134.60;8.16;232;145;24;176;850465;93;-6;0;3.529687555151368E-5|2.1234375331787115E-5;8.156250127441408E-6|1.1812500184570315E-5;3.431250053613282E-5|2.0531250320800787E-5;7.312500114257814E-6|1.1390625177978518E-5
962867607;44560.7;134.80;8.27;182;147;24;180;850647;94;-6;0;3.557812555590821E-5|2.0250000316406255E-5;8.015625125244143E-6|1.2093750188964847E-5;3.473437554272462E-5|1.9968750312011722E-5;7.312500114257814E-6|1.1390625177978518E-5
962867608;44568.96;135.20;8.26;154;147;24;181;850801;93;-4;-1;0.0|2.0250000316406255E-5;7.45312511645508E-6|1.2375000193359378E-5;3.529687555151368E-5|1.9968750312011722E-5;6.750000105468752E-6|1.1531250180175784E-5
962867609;44577.21;135.20;8.18;120;148;24;176;850921;94;-6;-2;7.031250109863283E-7|2.039062531860352E-5;7.875000123046877E-6|1.2515625195556644E-5;3.543750055371095E-5|1.982812530981446E-5;7.171875112060549E-6|1.1812500184570315E-5
962867610;44585.42;135.40;8.12;107;148;24;178;851028;93;-7;1;7.031250109863283E-7|2.039062531860352E-5;7.875000123046877E-6|1.2515625195556644E-5;3.543750055371095E-5|1.982812530981446E-5;7.171875112060549E-6|1.1812500184570315E-5
962867611;44593.56;135.60;8.06;103;149;24;175;851131;92;-9;0;1.4062500219726565E-7|2.0250000316406255E-5;7.5937501186523455E-6|1.2796875199951175E-5;3.543750055371095E-5|1.982812530981446E-5;7.171875112060549E-6|1.1812500184570315E-5
962867612;44601.62;135.80;7.93;123;149;24;176;851254;91;-8;0;1.4062500219726565E-7|2.039062531860352E-5;7.5937501186523455E-6|1.2796875199951175E-5;3.543750055371095E-5|1.982812530981446E-5;7.171875112060549E-6|1.1812500184570315E-5
962867613;44609.64;136.00;7.96;136;149;24;179;851390;90;-7;0;1.4062500219726565E-7|2.039062531860352E-5;7.5937501186523455E-6|1.2796875199951175E-5;3.543750055371095E-5|1.982812530981446E-5;7.171875112060549E-6|1.1812500184570315E-5
962867614;44617.63;136.20;7.90;115;149;24;177;851505;90;-7;-3;0.0|2.0531250320800787E-5;7.171875112060549E-6|1.265625019775391E-5;0.0|1.982812530981446E-5;6.890625107666017E-6|1.1812500184570315E-5
962867615;44625.53;136.20;7.83;129;148;24;177;851634;90;-7;-3;3.571875055810548E-5|2.0671875322998053E-5;8.015625125244143E-6|1.2515625195556644E-5;0.0|1.9546875305419927E-5;6.750000105468752E-6|1.1953125186767581E-5
962867616;44633.41;136.40;7.82;124;148;24;177;851758;88;0;-2;3.571875055810548E-5|2.0671875322998053E-5;8.015625125244143E-6|1.2515625195556644E-5;0.0|1.9546875305419927E-5;6.750000105468752E-6|1.1953125186767581E-5
962867617;44641.28;136.60;7.74;124;148;24;175;851882;89;0;-2;1.4062500219726565E-7|2.0531250320800787E-5;7.312500114257814E-6|1.265625019775391E-5;0.0|1.9546875305419927E-5;6.750000105468752E-6|1.1953125186767581E-5
962867618;44649.08;136.60;7.72;151;148;24;174;852033;88;-9;-1;3.571875055810548E-5|2.0953125327392582E-5;7.312500114257814E-6|1.2375000193359378E-5;0.0|1.9546875305419927E-5;6.750000105468752E-6|1.1953125186767581E-5
962867619;44656.84;136.60;7.79;155;148;24;174;852033;88;-8;0;0.0|2.0671875322998053E-5;6.890625107666017E-6|1.2234375191162112E-5;0.0|1.982812530981446E-5;6.750000105468752E-6|1.2093750188964847E-5
962867620;44664.56;136.80;7.66;155;147;24;176;852343;88;-8;-1;0.0|2.0953125327392582E-5;7.875000123046877E-6|1.2515625195556644E-5;0.0|1.982812530981446E-5;6.750000105468752E-6|1.2093750188964847E-5
962867621;44672.21;136.80;7.62;150;147;24;178;852493;88;-9;-1;0.0|2.0953125327392582E-5;7.875000123046877E-6|1.2515625195556644E-5;0.0|1.982812530981446E-5;6.750000105468752E-6|1.2093750188964847E-5
962867622;44679.85;136.80;7.69;152;147;24;177;852645;88;-7;-1;0.0|2.0531250320800787E-5;7.171875112060549E-6|1.2234375191162112E-5;3.487500054492188E-5|1.982812530981446E-5;6.750000105468752E-6|1.2093750188964847E-5
962867623;44687.56;137.00;7.79;141;146;24;180;852786;89;-8;0;0.0|2.0531250320800787E-5;7.171875112060549E-6|1.2234375191162112E-5;3.487500054492188E-5|1.982812530981446E-5;6.750000105468752E-6|1.2093750188964847E-5
962867624;44695.37;137.20;7.84;132;146;24;175;852918;89;-5;-1;0.0|2.0250000316406255E-5;7.171875112060549E-6|1.2375000193359378E-5;3.487500054492188E-5|1.982812530981446E-5;6.750000105468752E-6|1.2093750188964847E-5
962867625;44703.21;137.20;7.87;128;146;24;176;853046;90;-5;-1;7.031250109863283E-7|2.039062531860352E-5;7.5937501186523455E-6|1.265625019775391E-5;3.571875055810548E-5|2.010937531420899E-5;6.890625107666017E-6|1.2234375191162112E-5
962867626;44711.11;137.40;7.97;148;145;24;176;853194;91;-10;-1;0.0|2.039062531860352E-5;7.312500114257814E-6|1.2375000193359378E-5;2.812500043945313E-7|1.9687500307617193E-5;6.750000105468752E-6|1.2093750188964847E-5
962867627;44719.07;137.60;7.95;149;145;24;176;853343;91;-10;-1;0.0|2.039062531860352E-5;7.312500114257814E-6|1.2375000193359378E-5;2.812500043945313E-7|1.9687500307617193E-5;6.750000105468752E-6|1.2093750188964847E-5
962867628;44727.01;137.80;7.94;151;145;24;177;853494;92;-10;-1;2.812500043945313E-7|2.0531250320800787E-5;7.171875112060549E-6|1.2234375191162112E-5;0.0|2.010937531420899E-5;6.609375103271486E-6|1.1531250180175784E-5
962867629;44735.01;137.80;8.03;137;144;24;176;853631;91;-9;0;3.571875055810548E-5|2.0953125327392582E-5;7.875000123046877E-6|1.2796875199951175E-5;3.557812555590821E-5|1.9265625301025395E-5;6.609375103271486E-6|1.2234375191162112E-5
962867630;44743.05;138.00;8.09;149;145;24;177;853780;92;-9;-1;3.571875055810548E-5|2.0953125327392582E-5;7.875000123046877E-6|1.2796875199951175E-5;3.557812555590821E-5|2.010937531420899E-5;7.031250109863283E-6|1.2093750188964847E-5
962867631;44751.13;138.00;8.12;150;144;24;177;853930;92;-9;1;3.571875055810548E-5|2.0953125327392582E-5;7.875000123046877E-6|1.2796875199951175E-5;3.557812555590821E-5|2.010937531420899E-5;7.031250109863283E-6|1.2093750188964847E-5
962867632;44759.27;138.20;8.16;139;145;24;177;854069;93;-9;0;3.557812555590821E-5|2.0953125327392582E-5;7.45312511645508E-6|1.2515625195556644E-5;3.529687555151368E-5|2.010937531420899E-5;6.750000105468752E-6|1.2234375191162112E-5
962867633;44767.35;138.20;8.15;111;144;24;176;854180;94;-8;0;3.557812555590821E-5|2.0953125327392582E-5;7.45312511645508E-6|1.2515625195556644E-5;3.529687555151368E-5|2.010937531420899E-5;6.750000105468752E-6|1.2234375191162112E-5
962867634;44775.44;138.20;8.15;128;145;24;177;854308;93;-9;0;0.0|2.039062531860352E-5;7.5937501186523455E-6|1.2515625195556644E-5;3.529687555151368E-5|2.010937531420899E-5;6.750000105468752E-6|1.2234375191162112E-5
962867635;44783.54;138.40;8.15;137;144;24;175;854445;93;-9;0;0.0|2.0250000316406255E-5;7.5937501186523455E-6|1.3078125204345707E-5;0.0|1.9968750312011722E-5;6.890625107666017E-6|1.1953125186767581E-5
962867636;44791.69;138.40;8.09;132;144;24;178;854577;93;-9;0;0.0|2.109375032958985E-5;7.171875112060549E-6|1.2375000193359378E-5;3.571875055810548E-5|1.9546875305419927E-5;6.750000105468752E-6|1.2093750188964847E-5
962867637;44799.89;138.40;8.16;110;144;24;175;854687;93;-9;0;2.812500043945313E-7|2.039062531860352E-5;8.296875129638674E-6|1.265625019775391E-5;3.571875055810548E-5|1.9546875305419927E-5;6.750000105468752E-6|1.2093750188964847E-5
962867638;44808.17;138.60;8.18;120;144;24;175;854807;94;-10;3;2.812500043945313E-7|2.039062531860352E-5;8.296875129638674E-6|1.265625019775391E-5;3.571875055810548E-5|1.9546875305419927E-5;6.750000105468752E-6|1.2093750188964847E-5
962867639;44816.53;138.60;8.23;140;143;24;175;854947;94;-10;3;0.0|2.0812500325195316E-5;7.45312511645508E-6|1.2375000193359378E-5;0.0|1.9968750312011722E-5;6.890625107666017E-6|1.2234375191162112E-5
962867640;44824.83;138.60;8.14;143;144;24;177;855090;94;-9;0;0.0|2.0953125327392582E-5;7.031250109863283E-6|1.2515625195556644E-5;0.0|1.9968750312011722E-5;6.890625107666017E-6|1.2234375191162112E-5
962867641;44833.12;138.60;8.20;136;143;24;177;855226;93;-9;-1;0.0|2.0953125327392582E-5;7.031250109863283E-6|1.2515625195556644E-5;3.543750055371095E-5|1.9968750312011722E-5;6.750000105468752E-6|1.2093750188964847E-5
962867642;44841.4;138.60;8.17;139;143;24;177;855365;93;-9;-1;3.543750055371095E-5|2.0671875322998053E-5;7.312500114257814E-6|1.265625019775391E-5;3.571875055810548E-5|1.9968750312011722E-5;6.609375103271486E-6|1.2093750188964847E-5
962867643;44849.48;138.80;8.04;147;143;24;177;855512;93;-9;-1;3.571875055810548E-5|2.0671875322998053E-5;7.171875112060549E-6|1.2375000193359378E-5;3.487500054492188E-5|2.010937531420899E-5;6.46875010107422E-6|1.1812500184570315E-5
962867644;44857.58;138.80;8.08;167;143;24;177;855679;93;-9;-1;3.571875055810548E-5|2.0671875322998053E-5;7.171875112060549E-6|1.2375000193359378E-5;3.487500054492188E-5|2.010937531420899E-5;6.46875010107422E-6|1.1812500184570315E-5
962867645;44865.62;138.80;8.08;158;143;24;175;855837;94;-9;-1;3.5156250549316415E-5|2.0531250320800787E-5;7.312500114257814E-6|1.1953125186767581E-5;3.501562554711915E-5|1.9968750312011722E-5;7.5937501186523455E-6|1.2093750188964847E-5
962867646;44873.81;139.00;8.14;151;143;24;176;855988;94;-7;0;0.0|2.0671875322998053E-5;7.312500114257814E-6|1.2375000193359378E-5;3.501562554711915E-5|1.9968750312011722E-5;7.5937501186523455E-6|1.2093750188964847E-5
962867647;44881.92;139.00;8.06;143;142;24;175;856131;92;-8;-2;0.0|2.0671875322998053E-5;7.312500114257814E-6|1.2375000193359378E-5;3.571875055810548E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1250000175781253E-5
962867648;44890.0;139.00;8.04;134;142;24;175;856265;91;-9;0;3.529687555151368E-5|2.010937531420899E-5;7.171875112060549E-6|1.2234375191162112E-5;3.571875055810548E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1250000175781253E-5
962867649;44898.06;139.20;8.04;143;143;24;175;856408;93;-6;0;3.529687555151368E-5|2.010937531420899E-5;7.171875112060549E-6|1.2234375191162112E-5;3.557812555590821E-5|1.9968750312011722E-5;6.609375103271486E-6|1.1812500184570315E-5
962867650;44906.18;139.40;8.01;141;142;24;176;856549;92;-8;0;2.812500043945313E-7|2.0531250320800787E-5;7.171875112060549E-6|1.2234375191162112E-5;3.557812555590821E-5|1.9968750312011722E-5;6.609375103271486E-6|1.1812500184570315E-5
