timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];cadence[rpm];accumulated_power[watts];left_pco[mm];right_pco[mm];right_power_phase[degrees];right_power_phase_peak[degrees];left_right_balance;left_power_phase[degrees];left_power_phase_peak[degrees]
935669214;1310.35;61.80;8.88;30;159;31;81;22439;-1;4;3.487500054492188E-5|1.7296875270263675E-5;7.45312511645508E-6|1.1953125186767581E-5;128;3.529687555151368E-5|2.010937531420899E-5;7.875000123046877E-6|1.265625019775391E-5
935669215;1319.16;61.80;8.96;247;159;31;88;22686;-1;4;3.487500054492188E-5|1.7296875270263675E-5;7.45312511645508E-6|1.1953125186767581E-5;177;2.390625037353516E-6|2.4468750382324223E-5;8.015625125244143E-6|1.293750020214844E-5
935669216;1328.19;61.80;9.33;422;159;31;82;23108;-1;4;3.262500050976563E-5|2.0953125327392582E-5;8.859375138427737E-6|1.1109375173583987E-5;180;3.5156250549316415E-5|2.7281250426269536E-5;7.5937501186523455E-6|1.2093750188964847E-5
935669217;1337.91;62.00;10.03;637;159;31;95;23745;-9;-1;3.557812555590821E-5|2.1796875340576176E-5;8.71875013623047E-6|1.1531250180175784E-5;179;3.571875055810548E-5|3.065625047900391E-5;9.843750153808597E-6|1.1812500184570315E-5
935669218;1348.4;62.00;10.79;658;159;31;105;24403;-8;-3;3.557812555590821E-5|2.1796875340576176E-5;8.71875013623047E-6|1.1531250180175784E-5;178;3.571875055810548E-5|3.065625047900391E-5;9.843750153808597E-6|1.1812500184570315E-5
935669219;1359.64;62.00;11.18;527;159;31;102;24930;-7;-3;3.2203125503173836E-5|2.1515625336181647E-5;1.0968750171386721E-5|1.3218750206542971E-5;180;3.487500054492188E-5|2.5171875393310554E-5;9.000000140625001E-6|1.2093750188964847E-5
935669220;1371.35;62.00;11.79;473;160;31;104;25403;-6;-6;3.2203125503173836E-5|2.1515625336181647E-5;1.0968750171386721E-5|1.3218750206542971E-5;178;2.812500043945313E-7|2.137500033398438E-5;9.281250145019534E-6|1.2375000193359378E-5
935669221;1383.49;62.00;12.06;398;161;31;103;25801;-8;-4;5.625000087890626E-7|2.0953125327392582E-5;1.1109375173583987E-5|1.2796875199951175E-5;181;2.812500043945313E-7|2.137500033398438E-5;9.281250145019534E-6|1.2375000193359378E-5
935669222;1395.9;62.00;12.21;328;162;31;103;26129;-8;-4;3.27656255119629E-5|2.010937531420899E-5;8.578125134033205E-6|1.1390625177978518E-5;179;3.487500054492188E-5|2.3062500360351568E-5;8.71875013623047E-6|1.2093750188964847E-5
935669223;1408.44;62.00;12.49;307;163;31;102;26436;-14;-5;3.4171875533935555E-5|2.0671875322998053E-5;7.875000123046877E-6|1.167187518237305E-5;180;3.346875052294923E-5|2.1656250338378913E-5;8.859375138427737E-6|1.265625019775391E-5
935669224;1421.22;62.00;12.65;319;163;31;106;26755;-11;-6;3.4171875533935555E-5|2.0671875322998053E-5;7.875000123046877E-6|1.167187518237305E-5;180;3.346875052294923E-5|2.1656250338378913E-5;8.859375138427737E-6|1.265625019775391E-5
935669225;1434.15;62.00;12.86;296;164;31;106;27051;-11;-6;3.3187500518554695E-5|2.039062531860352E-5;7.031250109863283E-6|1.167187518237305E-5;180;3.389062552954102E-5|2.109375032958985E-5;8.578125134033205E-6|1.265625019775391E-5
935669226;1447.34;61.80;13.08;361;165;31;112;27412;-12;-4;3.304687551635743E-5|2.039062531860352E-5;7.45312511645508E-6|1.1812500184570315E-5;180;3.431250053613282E-5|2.1656250338378913E-5;8.578125134033205E-6|1.265625019775391E-5
935669227;1460.68;61.80;13.25;186;165;31;109;27598;-12;-3;3.459375054052735E-5|2.0812500325195316E-5;7.45312511645508E-6|1.0828125169189457E-5;177;3.431250053613282E-5|2.1656250338378913E-5;8.578125134033205E-6|1.265625019775391E-5
935669228;1474.15;61.80;13.31;148;166;31;103;27746;-13;0;3.459375054052735E-5|2.0812500325195316E-5;7.45312511645508E-6|1.0828125169189457E-5;179;2.812500043945313E-7|2.0671875322998053E-5;8.015625125244143E-6|1.1953125186767581E-5
935669229;1487.73;61.80;13.42;217;166;31;104;27963;-13;0;3.459375054052735E-5|2.0812500325195316E-5;7.45312511645508E-6|1.0828125169189457E-5;175;3.543750055371095E-5|2.2078125344970708E-5;8.156250127441408E-6|1.293750020214844E-5
935669230;1501.43;61.60;13.54;194;166;31;104;28157;-13;-2;3.4171875533935555E-5|2.0250000316406255E-5;8.156250127441408E-6|1.2093750188964847E-5;178;3.543750055371095E-5|2.2078125344970708E-5;8.156250127441408E-6|1.293750020214844E-5
935669231;1515.06;61.60;13.50;186;167;31;105;28343;-13;-1;3.4171875533935555E-5|2.0250000316406255E-5;8.156250127441408E-6|1.2093750188964847E-5;179;3.557812555590821E-5|2.0953125327392582E-5;8.43750013183594E-6|1.2515625195556644E-5
935669232;1528.82;61.60;13.62;216;167;31;106;28559;-13;-1;3.487500054492188E-5|1.9687500307617193E-5;7.734375120849611E-6|1.167187518237305E-5;179;3.543750055371095E-5|2.109375032958985E-5;7.734375120849611E-6|1.265625019775391E-5
935669233;1542.63;61.40;13.65;129;167;31;104;28688;-13;-1;3.473437554272462E-5|1.9968750312011722E-5;7.734375120849611E-6|1.2234375191162112E-5;187;0.0|2.109375032958985E-5;7.875000123046877E-6|1.2234375191162112E-5
935669234;1556.41;61.40;13.69;194;168;31;110;28882;-11;1;3.543750055371095E-5|1.9968750312011722E-5;7.875000123046877E-6|1.1812500184570315E-5;179;3.571875055810548E-5|2.2078125344970708E-5;8.015625125244143E-6|1.3078125204345707E-5
935669235;1570.31;61.40;13.76;335;168;31;107;29217;-13;-2;3.543750055371095E-5|1.9968750312011722E-5;7.875000123046877E-6|1.1812500184570315E-5;172;3.571875055810548E-5|2.2078125344970708E-5;8.015625125244143E-6|1.3078125204345707E-5
935669236;1584.24;61.40;13.86;278;168;31;107;29495;-14;-2;3.543750055371095E-5|1.9968750312011722E-5;7.875000123046877E-6|1.1812500184570315E-5;181;3.375000052734376E-5|2.264062535375977E-5;8.71875013623047E-6|1.265625019775391E-5
935669237;1598.24;61.20;13.86;134;168;31;107;29629;-14;-2;3.543750055371095E-5|1.9968750312011722E-5;7.875000123046877E-6|1.1812500184570315E-5;181;8.43750013183594E-7|2.0953125327392582E-5;8.015625125244143E-6|1.2093750188964847E-5
935669238;1612.19;61.20;13.86;224;169;31;109;29853;-14;-2;3.543750055371095E-5|1.9968750312011722E-5;7.875000123046877E-6|1.1812500184570315E-5;179;8.43750013183594E-7|2.0953125327392582E-5;8.015625125244143E-6|1.2093750188964847E-5
935669239;1626.3;61.20;14.00;241;169;31;109;30094;-15;-2;3.3187500518554695E-5|2.010937531420899E-5;8.156250127441408E-6|1.1953125186767581E-5;174;3.5156250549316415E-5|2.137500033398438E-5;8.296875129638674E-6|1.2234375191162112E-5
935669240;1640.46;61.20;14.06;202;169;31;109;30296;-15;-2;3.529687555151368E-5|2.010937531420899E-5;7.171875112060549E-6|1.1390625177978518E-5;178;3.473437554272462E-5|2.1234375331787115E-5;8.43750013183594E-6|1.2796875199951175E-5
935669241;1654.63;61.20;14.15;194;169;31;109;30490;-13;-2;3.529687555151368E-5|2.010937531420899E-5;7.171875112060549E-6|1.1390625177978518E-5;178;3.473437554272462E-5|2.1234375331787115E-5;8.43750013183594E-6|1.2796875199951175E-5
935669242;1668.93;61.00;14.21;128;168;31;110;30618;-13;-2;3.389062552954102E-5|2.039062531860352E-5;7.45312511645508E-6|1.1250000175781253E-5;178;0.0|2.0953125327392582E-5;7.734375120849611E-6|1.2375000193359378E-5
935669243;1683.25;61.00;14.13;59;168;31;109;30677;-10;-4;3.389062552954102E-5|2.039062531860352E-5;7.45312511645508E-6|1.1250000175781253E-5;166;3.571875055810548E-5|2.0250000316406255E-5;7.45312511645508E-6|1.2796875199951175E-5
935669244;1697.52;61.00;14.12;163;168;31;110;30840;-10;-2;3.389062552954102E-5|2.039062531860352E-5;7.45312511645508E-6|1.1250000175781253E-5;178;0.0|2.1796875340576176E-5;7.875000123046877E-6|1.3078125204345707E-5
935669245;1711.73;60.80;14.09;199;168;31;110;31039;-14;-3;3.389062552954102E-5|2.039062531860352E-5;7.45312511645508E-6|1.1250000175781253E-5;173;3.543750055371095E-5|2.0953125327392582E-5;8.156250127441408E-6|1.2515625195556644E-5
935669246;1725.99;60.80;14.12;160;168;31;106;31199;-14;-2;3.459375054052735E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.1531250180175784E-5;176;3.543750055371095E-5|2.0953125327392582E-5;8.156250127441408E-6|1.2515625195556644E-5
935669247;1740.13;60.80;14.00;81;167;31;108;31280;-10;-1;3.459375054052735E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.1531250180175784E-5;176;0.0|2.109375032958985E-5;8.43750013183594E-6|1.2515625195556644E-5
935669248;1754.2;60.60;14.03;225;168;31;110;31505;-13;-1;3.459375054052735E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.1531250180175784E-5;171;0.0|2.109375032958985E-5;8.43750013183594E-6|1.2515625195556644E-5
935669249;1768.35;60.60;14.21;390;167;31;110;31895;-13;-1;3.4171875533935555E-5|2.039062531860352E-5;7.312500114257814E-6|1.1390625177978518E-5;176;3.487500054492188E-5|2.362500036914063E-5;8.43750013183594E-6|1.2234375191162112E-5
935669250;1782.69;60.40;14.39;340;167;31;114;32235;-13;-1;3.304687551635743E-5|2.0812500325195316E-5;8.015625125244143E-6|1.167187518237305E-5;179;3.290625051416016E-5|2.2921875358154302E-5;8.71875013623047E-6|1.2375000193359378E-5
935669251;1796.97;60.40;14.15;287;168;31;109;32522;-11;-4;3.431250053613282E-5|2.109375032958985E-5;6.750000105468752E-6|1.1390625177978518E-5;179;3.473437554272462E-5|2.137500033398438E-5;8.296875129638674E-6|1.265625019775391E-5
935669252;1810.84;60.40;13.48;88;167;31;61;32610;-5;-5;3.431250053613282E-5|2.109375032958985E-5;6.750000105468752E-6|1.1390625177978518E-5;179;3.473437554272462E-5|2.137500033398438E-5;8.296875129638674E-6|1.265625019775391E-5
935669253;1824.4;60.40;13.48;374;167;31;109;32984;-13;-1;3.431250053613282E-5|2.109375032958985E-5;6.750000105468752E-6|1.1390625177978518E-5;178;3.051562547680665E-5|2.2781250355957036E-5;8.578125134033205E-6|1.265625019775391E-5
935669254;1838.0;60.40;13.54;330;167;31;117;33314;-10;-4;3.2203125503173836E-5|2.039062531860352E-5;7.5937501186523455E-6|1.1390625177978518E-5;177;3.445312553833009E-5|2.235937534936524E-5;8.156250127441408E-6|1.265625019775391E-5
935669255;1851.59;60.20;13.56;299;167;31;104;33613;-10;-4;3.2203125503173836E-5|2.039062531860352E-5;7.5937501186523455E-6|1.1390625177978518E-5;180;3.445312553833009E-5|2.235937534936524E-5;8.156250127441408E-6|1.265625019775391E-5
935669256;1865.2;60.00;13.55;245;166;31;106;33858;-13;-5;3.403125053173829E-5|2.010937531420899E-5;7.875000123046877E-6|1.1953125186767581E-5;180;3.4171875533935555E-5|2.137500033398438E-5;8.015625125244143E-6|1.2515625195556644E-5
935669257;1878.8;60.00;13.55;227;166;31;105;34085;-13;-5;3.445312553833009E-5|2.010937531420899E-5;7.734375120849611E-6|1.1531250180175784E-5;179;3.5156250549316415E-5|2.109375032958985E-5;8.71875013623047E-6|1.265625019775391E-5
935669258;1892.36;59.80;13.53;112;166;31;103;34197;-10;-2;3.445312553833009E-5|2.010937531420899E-5;7.734375120849611E-6|1.1531250180175784E-5;181;3.5156250549316415E-5|2.109375032958985E-5;8.71875013623047E-6|1.265625019775391E-5
935669259;1905.89;59.60;13.45;95;166;31;104;34292;-10;-2;3.501562554711915E-5|2.0250000316406255E-5;7.734375120849611E-6|1.2234375191162112E-5;177;0.0|2.0812500325195316E-5;8.296875129638674E-6|1.2796875199951175E-5
935669260;1919.32;59.40;13.36;119;166;31;105;34411;-7;0;1.4062500219726565E-7|2.0250000316406255E-5;7.031250109863283E-6|1.1390625177978518E-5;168;0.0|2.0812500325195316E-5;8.296875129638674E-6|1.2796875199951175E-5
935669261;1932.78;59.40;13.47;173;166;31;103;34584;-13;1;0.0|1.9968750312011722E-5;7.45312511645508E-6|1.1390625177978518E-5;168;3.571875055810548E-5|2.0953125327392582E-5;7.734375120849611E-6|1.2515625195556644E-5
935669262;1946.31;59.40;13.45;125;165;31;107;34709;-10;-4;3.557812555590821E-5|2.010937531420899E-5;6.0468750944824235E-6|1.0406250162597658E-5;176;3.557812555590821E-5|1.88437502944336E-5;7.312500114257814E-6|1.2375000193359378E-5
935669263;1959.77;59.40;13.43;34;165;31;100;34743;-7;1;3.557812555590821E-5|2.010937531420899E-5;6.0468750944824235E-6|1.0406250162597658E-5;176;3.557812555590821E-5|1.88437502944336E-5;7.312500114257814E-6|1.2375000193359378E-5
935669264;1973.2;59.40;13.43;69;164;31;105;34812;-6;1;3.557812555590821E-5|2.010937531420899E-5;6.0468750944824235E-6|1.0406250162597658E-5;177;3.557812555590821E-5|1.88437502944336E-5;7.312500114257814E-6|1.2375000193359378E-5
935669265;1986.61;59.40;13.41;144;163;31;105;34956;-11;1;3.557812555590821E-5|2.010937531420899E-5;6.0468750944824235E-6|1.0406250162597658E-5;172;3.543750055371095E-5|2.137500033398438E-5;7.875000123046877E-6|1.2375000193359378E-5
935669266;1986.61;59.40;13.41;213;163;31;104;35169;-14;-2;3.557812555590821E-5|2.010937531420899E-5;6.0468750944824235E-6|1.0406250162597658E-5;173;3.543750055371095E-5|2.137500033398438E-5;7.875000123046877E-6|1.2375000193359378E-5
935669267;2013.7;59.40;13.63;196;163;31;106;35365;-14;-2;3.5156250549316415E-5|2.0250000316406255E-5;7.45312511645508E-6|1.1812500184570315E-5;178;3.529687555151368E-5|2.2218750347167974E-5;8.015625125244143E-6|1.293750020214844E-5
935669268;2027.31;59.40;13.51;140;162;31;105;35505;-12;0;3.459375054052735E-5|2.010937531420899E-5;7.312500114257814E-6|1.1390625177978518E-5;177;3.529687555151368E-5|2.2218750347167974E-5;8.015625125244143E-6|1.293750020214844E-5
935669269;2040.8;59.40;13.45;231;162;31;105;35736;-12;5;3.459375054052735E-5|2.010937531420899E-5;7.312500114257814E-6|1.1390625177978518E-5;177;3.529687555151368E-5|2.2218750347167974E-5;8.015625125244143E-6|1.293750020214844E-5
935669270;2054.32;59.40;13.53;289;161;31;106;36025;-12;5;3.445312553833009E-5|2.1234375331787115E-5;7.45312511645508E-6|1.1953125186767581E-5;178;3.529687555151368E-5|2.2218750347167974E-5;8.015625125244143E-6|1.293750020214844E-5
935669271;2067.94;59.60;13.62;292;161;31;105;36317;-13;0;3.445312553833009E-5|2.1234375331787115E-5;7.45312511645508E-6|1.1953125186767581E-5;177;3.346875052294923E-5|2.3203125362548834E-5;8.156250127441408E-6|1.2375000193359378E-5
935669272;2081.68;59.60;13.69;237;161;31;106;36554;-13;-6;3.4171875533935555E-5|2.0812500325195316E-5;7.171875112060549E-6|1.1531250180175784E-5;173;3.346875052294923E-5|2.3203125362548834E-5;8.156250127441408E-6|1.2375000193359378E-5
935669273;2095.48;59.60;13.77;106;161;31;107;36660;-13;-6;3.4171875533935555E-5|2.0812500325195316E-5;7.171875112060549E-6|1.1531250180175784E-5;184;3.487500054492188E-5|2.0812500325195316E-5;8.43750013183594E-6|1.2796875199951175E-5
935669274;2109.3;59.80;13.73;95;161;31;105;36755;-6;-1;3.543750055371095E-5|1.982812530981446E-5;7.031250109863283E-6|1.1250000175781253E-5;173;9.843750153808596E-7|2.0531250320800787E-5;7.5937501186523455E-6|1.2515625195556644E-5
935669275;2123.0;59.80;13.62;83;161;31;106;36838;-4;-1;3.23437505053711E-5|1.9546875305419927E-5;7.45312511645508E-6|1.1109375173583987E-5;181;9.843750153808596E-7|2.0531250320800787E-5;7.5937501186523455E-6|1.2515625195556644E-5
935669276;2136.65;59.80;13.58;104;161;31;106;36942;-6;1;3.23437505053711E-5|1.9546875305419927E-5;7.45312511645508E-6|1.1109375173583987E-5;171;4.21875006591797E-7|2.039062531860352E-5;7.734375120849611E-6|1.2375000193359378E-5
935669277;2150.22;59.80;13.57;223;160;31;107;37165;-6;1;3.571875055810548E-5|1.9968750312011722E-5;6.187500096679689E-6|1.0406250162597658E-5;173;4.21875006591797E-7|2.039062531860352E-5;7.734375120849611E-6|1.2375000193359378E-5
935669278;2163.84;59.80;13.60;214;160;31;106;37379;-11;0;3.445312553833009E-5|2.0250000316406255E-5;7.031250109863283E-6|1.1390625177978518E-5;181;3.501562554711915E-5|2.1656250338378913E-5;8.015625125244143E-6|1.2796875199951175E-5
935669279;2177.47;59.80;13.59;171;160;31;104;37550;-11;-2;3.473437554272462E-5|2.010937531420899E-5;7.5937501186523455E-6|1.167187518237305E-5;181;0.0|2.0250000316406255E-5;7.875000123046877E-6|1.2515625195556644E-5
935669280;2191.13;60.00;13.60;116;160;31;106;37666;-8;-1;3.473437554272462E-5|2.010937531420899E-5;7.5937501186523455E-6|1.167187518237305E-5;176;0.0|2.0250000316406255E-5;7.875000123046877E-6|1.2515625195556644E-5
935669281;2204.72;60.00;13.55;115;160;31;105;37781;-10;-1;3.571875055810548E-5|2.010937531420899E-5;6.750000105468752E-6|1.1250000175781253E-5;171;2.812500043945313E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.2515625195556644E-5
935669282;2218.3;60.00;13.60;302;159;31;106;38083;-11;0;3.571875055810548E-5|2.010937531420899E-5;6.750000105468752E-6|1.1250000175781253E-5;172;2.812500043945313E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.2515625195556644E-5
935669283;2231.92;60.00;13.60;238;159;31;106;38321;-13;-3;3.445312553833009E-5|2.039062531860352E-5;7.031250109863283E-6|1.167187518237305E-5;175;2.812500043945313E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.2515625195556644E-5
935669284;2245.33;60.00;13.15;69;159;31;106;38321;-13;-3;3.529687555151368E-5|2.010937531420899E-5;7.031250109863283E-6|1.0968750171386721E-5;175;3.543750055371095E-5|2.2500000351562507E-5;7.875000123046877E-6|1.265625019775391E-5
935669285;2258.4;60.00;13.03;69;159;31;49;38459;-13;-3;3.529687555151368E-5|2.010937531420899E-5;7.031250109863283E-6|1.0968750171386721E-5;175;3.543750055371095E-5|2.2500000351562507E-5;7.875000123046877E-6|1.265625019775391E-5
935669286;2271.49;60.00;13.18;289;159;31;115;38748;-12;5;3.529687555151368E-5|2.010937531420899E-5;7.031250109863283E-6|1.0968750171386721E-5;175;3.543750055371095E-5|2.2500000351562507E-5;7.875000123046877E-6|1.265625019775391E-5
935669287;2284.79;60.00;13.40;241;158;31;101;38989;-12;5;3.346875052294923E-5|1.982812530981446E-5;6.328125098876955E-6|1.1250000175781253E-5;177;3.0937500483398443E-5|2.1515625336181647E-5;9.000000140625001E-6|1.2515625195556644E-5
935669288;2298.16;60.20;13.38;212;158;31;105;39201;-12;5;3.346875052294923E-5|1.982812530981446E-5;6.328125098876955E-6|1.1250000175781253E-5;177;3.529687555151368E-5|2.1656250338378913E-5;8.015625125244143E-6|1.2234375191162112E-5
935669289;2311.63;60.20;13.49;190;158;31;104;39391;-10;-2;3.501562554711915E-5|2.0531250320800787E-5;7.5937501186523455E-6|1.1812500184570315E-5;178;3.543750055371095E-5|2.1234375331787115E-5;8.156250127441408E-6|1.2796875199951175E-5
935669290;2325.2;60.20;13.60;154;159;31;105;39545;-9;-2;3.501562554711915E-5|2.0531250320800787E-5;7.5937501186523455E-6|1.1812500184570315E-5;180;0.0|2.137500033398438E-5;8.156250127441408E-6|1.3078125204345707E-5
935669291;2338.85;60.20;13.67;160;158;31;105;39705;-11;-1;3.543750055371095E-5|1.982812530981446E-5;7.5937501186523455E-6|1.1953125186767581E-5;174;0.0|2.137500033398438E-5;8.156250127441408E-6|1.3078125204345707E-5
935669292;2352.53;60.20;13.69;163;158;31;106;39868;-13;-1;0.0|2.039062531860352E-5;7.5937501186523455E-6|1.167187518237305E-5;174;0.0|2.0953125327392582E-5;7.875000123046877E-6|1.2796875199951175E-5
935669293;2366.3;60.20;13.71;160;159;31;113;40028;-10;-1;0.0|2.039062531860352E-5;7.5937501186523455E-6|1.167187518237305E-5;178;0.0|2.0953125327392582E-5;7.875000123046877E-6|1.2796875199951175E-5
935669294;2379.99;60.20;13.57;54;158;31;95;40082;-6;1;3.529687555151368E-5|1.982812530981446E-5;7.171875112060549E-6|1.1531250180175784E-5;228;1.265625019775391E-6|1.7578125274658208E-5;7.031250109863283E-6|1.2375000193359378E-5
935669295;2393.62;60.20;13.55;110;158;31;106;40192;-6;1;3.529687555151368E-5|1.982812530981446E-5;7.171875112060549E-6|1.1531250180175784E-5;176;7.031250109863283E-7|2.039062531860352E-5;7.875000123046877E-6|1.293750020214844E-5
935669296;2407.24;60.20;13.59;189;158;31;106;40381;-10;3;7.031250109863283E-7|2.010937531420899E-5;7.875000123046877E-6|1.167187518237305E-5;176;3.543750055371095E-5|2.1656250338378913E-5;8.578125134033205E-6|1.3218750206542971E-5
935669297;2420.79;60.20;13.55;261;158;31;105;40642;-14;2;7.031250109863283E-7|2.010937531420899E-5;7.875000123046877E-6|1.167187518237305E-5;172;3.543750055371095E-5|2.1656250338378913E-5;8.578125134033205E-6|1.3218750206542971E-5
935669298;2434.4;60.20;13.57;223;158;31;105;40865;-13;-2;3.4171875533935555E-5|2.039062531860352E-5;7.45312511645508E-6|1.1390625177978518E-5;180;3.557812555590821E-5|2.2078125344970708E-5;8.43750013183594E-6|1.2796875199951175E-5
935669299;2448.05;60.20;13.63;208;158;31;106;41073;-12;-1;3.487500054492188E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.1531250180175784E-5;175;3.4171875533935555E-5|2.109375032958985E-5;8.156250127441408E-6|1.293750020214844E-5
935669300;2461.71;60.20;13.64;224;158;31;106;41297;-14;0;3.487500054492188E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.1531250180175784E-5;176;3.4171875533935555E-5|2.109375032958985E-5;8.156250127441408E-6|1.293750020214844E-5
935669301;2475.37;60.00;13.67;212;158;31;107;41509;-14;0;3.445312553833009E-5|2.0531250320800787E-5;7.312500114257814E-6|1.1390625177978518E-5;179;3.543750055371095E-5|2.0250000316406255E-5;8.015625125244143E-6|1.2796875199951175E-5
935669302;2489.11;60.00;13.71;231;158;31;107;41740;-14;0;3.346875052294923E-5|1.9968750312011722E-5;7.734375120849611E-6|1.1953125186767581E-5;179;3.557812555590821E-5|2.1937500342773442E-5;8.296875129638674E-6|1.2796875199951175E-5
