,Time,Latitude,Longitude,Elevation,Distance,Heart_rate,Speed,Cadence,Lap,HR_smooth,Distance_miles,Elevation_feet,dElevation
2849,2020-02-16 08:37:55+00:00,44.01126709766686,12.20264671370387,88.6,24381.45,148.0,9.032,474.0,1,141.4,15.149968309990433,290.67888,0.656159999999943
2850,2020-02-16 08:37:56+00:00,44.011295763775706,12.202537832781672,88.8,24390.6,148.0,9.144,404.0,1,141.95,15.155653870530777,291.33504,0.6561599999999999
2851,2020-02-16 08:37:57+00:00,44.011323004961014,12.202427443116903,89.2,24399.83,148.0,9.228,382.0,1,142.5,15.161389140890057,292.64736000000005,1.3123200000000566
2852,2020-02-16 08:37:58+00:00,44.01135200634599,12.2023153770715,89.4,24409.21,148.0,9.387,348.0,1,143.05,15.16721761715983,293.30352000000005,0.6561599999999999
2853,2020-02-16 08:37:59+00:00,44.01137933135033,12.20220155082643,89.6,24418.76,149.0,9.555,304.0,1,143.65,15.173151726794835,293.95968,0.656159999999943
2854,2020-02-16 08:38:00+00:00,44.01140891946852,12.202087892219424,89.6,24428.32,149.0,9.555,400.0,1,144.25,15.179092050157207,293.95968,0.0
2855,2020-02-16 08:38:01+00:00,44.01143942959607,12.201974568888545,89.8,24438.09,149.0,9.769,552.0,1,144.8,15.185162861794277,294.61584,0.6561599999999999
2856,2020-02-16 08:38:02+00:00,44.01147128082812,12.201859569177032,90.2,24448.06,149.0,9.975,422.0,1,145.35,15.191357947978677,295.92816000000005,1.3123200000000566
2857,2020-02-16 08:38:03+00:00,44.0115050598979,12.2017437312752,90.4,24458.15,150.0,10.086,394.0,1,145.9,15.197627598891472,296.58432000000005,0.6561599999999999
2858,2020-02-16 08:38:04+00:00,44.011538084596395,12.201626719906926,90.6,24468.19,150.0,10.04,322.0,1,146.4,15.203866181167434,297.24048,0.656159999999943
2859,2020-02-16 08:38:05+00:00,44.01156918145716,12.201509540900588,90.8,24478.07,150.0,9.881,14.0,1,146.9,15.210005343805536,297.89664,0.6561599999999999
2860,2020-02-16 08:38:06+00:00,44.0115965064615,12.201388590037823,90.8,24487.77,150.0,9.704,60.0,1,147.35,15.21603265935104,297.89664,0.0
2861,2020-02-16 08:38:07+00:00,44.0116208139807,12.20126872882247,90.8,24497.57,150.0,9.797,282.0,1,147.75,15.222122112170206,297.89664,0.0
2862,2020-02-16 08:38:08+00:00,44.011638667434454,12.201148280873895,90.8,24507.32,150.0,9.751,250.0,1,148.1,15.228180496352543,297.89664,0.0
2863,2020-02-16 08:38:09+00:00,44.011646043509245,12.201028754934669,90.8,24516.81,150.0,9.489,242.0,1,148.4,15.23407732362335,297.89664,0.0
2864,2020-02-16 08:38:10+00:00,44.01163657195866,12.200911827385426,90.8,24526.18,150.0,9.368,202.0,1,148.65,15.239899586165759,297.89664,0.0
2865,2020-02-16 08:38:11+00:00,44.011613354086876,12.200802527368069,90.8,24535.47,150.0,9.293,382.0,1,148.9,15.245672138889235,297.89664,0.0
2866,2020-02-16 08:38:12+00:00,44.011578150093555,12.20070001669228,90.8,24544.71,150.0,9.247,486.0,1,149.1,15.251413622975878,297.89664,0.0
2867,2020-02-16 08:38:13+00:00,44.01153003796935,12.200601696968079,90.8,24554.04,150.0,9.331,520.0,1,149.25,15.257211030608822,297.89664,0.0
2868,2020-02-16 08:38:14+00:00,44.01147438213229,12.200512764975429,90.8,24563.5,150.0,9.452,448.0,1,149.4,15.263089216697528,297.89664,0.0
2869,2020-02-16 08:38:15+00:00,44.01140598580241,12.200437411665916,91.0,24572.99,149.0,9.489,444.0,1,149.45,15.268986043968336,298.5528,0.6561599999999999
2870,2020-02-16 08:38:16+00:00,44.01133507490158,12.200373457744718,91.0,24582.48,149.0,9.489,318.0,1,149.5,15.274882871239143,298.5528,0.0
2871,2020-02-16 08:38:17+00:00,44.01125921867788,12.200316963717341,91.0,24591.97,149.0,9.489,262.0,1,149.55,15.28077969850995,298.5528,0.0
2872,2020-02-16 08:38:18+00:00,44.01118076406419,12.200266420841217,91.0,24601.38,149.0,9.415,250.0,1,149.6,15.286626815961824,298.5528,0.0
2873,2020-02-16 08:38:19+00:00,44.011100968346,12.20021822489798,91.0,24610.83,149.0,9.452,410.0,1,149.6,15.292498788323165,298.5528,0.0
2874,2020-02-16 08:38:20+00:00,44.01102318428457,12.200167765840888,91.0,24620.37,148.0,9.536,404.0,1,149.55,15.298426684230803,298.5528,0.0
2875,2020-02-16 08:38:21+00:00,44.010945316404104,12.200116887688637,91.2,24629.95,148.0,9.583,352.0,1,149.5,15.30437943504791,299.20896000000005,0.6561600000000567
2876,2020-02-16 08:38:22+00:00,44.01086878962815,12.200064919888973,91.4,24639.54,148.0,9.583,380.0,1,149.45,15.31033839959238,299.86512000000005,0.6561599999999999
2877,2020-02-16 08:38:23+00:00,44.01079025119543,12.20001295208931,91.8,24649.07,147.0,9.536,286.0,1,149.3,15.316260081772652,301.17744,1.3123199999999429
2878,2020-02-16 08:38:24+00:00,44.01071347296238,12.199962828308344,92.0,24658.48,148.0,9.415,226.0,1,149.2,15.322107199224527,301.8336,0.6561599999999999
2879,2020-02-16 08:38:25+00:00,44.0106382034719,12.199911614879966,92.0,24667.97,147.0,9.489,320.0,1,149.05,15.328004026495336,301.8336,0.0
2880,2020-02-16 08:38:26+00:00,44.01056310161948,12.199854953214526,92.2,24677.59,148.0,9.62,424.0,1,148.95,15.333981632221905,302.48976000000005,0.6561600000000567
2881,2020-02-16 08:38:27+00:00,44.01048959232867,12.19979309476912,92.2,24687.26,148.0,9.667,432.0,1,148.85,15.339990306585308,302.48976000000005,0.0
2882,2020-02-16 08:38:28+00:00,44.01041876524687,12.199726961553097,92.2,24696.96,148.0,9.704,390.0,1,148.75,15.346017622130812,302.48976000000005,0.0
2883,2020-02-16 08:38:29+00:00,44.01034860871732,12.199655631557107,92.4,24706.71,148.0,9.751,366.0,1,148.65,15.352076006313148,303.14592000000005,0.6561599999999999
2884,2020-02-16 08:38:30+00:00,44.0102806314826,12.199581116437912,92.4,24716.38,148.0,9.667,262.0,1,148.55,15.358084680676551,303.14592000000005,0.0
2885,2020-02-16 08:38:31+00:00,44.01021374389529,12.199505846947432,92.6,24726.08,148.0,9.704,320.0,1,148.45,15.364111996222055,303.80208,0.656159999999943
2886,2020-02-16 08:38:32+00:00,44.0101492870599,12.199428314343095,92.6,24735.7,148.0,9.62,280.0,1,148.35,15.370089601948626,303.80208,0.0
2887,2020-02-16 08:38:33+00:00,44.01008617132902,12.1993503626436,92.8,24745.19,147.0,9.489,154.0,1,148.2,15.37598642921943,304.45824,0.6561599999999999
2888,2020-02-16 08:38:34+00:00,44.010021295398474,12.19927073456347,92.8,24754.66,147.0,9.471,288.0,1,148.05,15.381870829035506,304.45824,0.0
2889,2020-02-16 08:38:35+00:00,44.00995725765824,12.19919353723526,92.8,24764.28,147.0,9.62,418.0,1,147.95,15.387848434762077,304.45824,0.0
2890,2020-02-16 08:38:36+00:00,44.009892884641886,12.199120363220572,92.8,24773.9,147.0,9.62,526.0,1,147.85,15.39382604048865,304.45824,0.0
2891,2020-02-16 08:38:37+00:00,44.009826919063926,12.199047105386853,93.0,24783.48,147.0,9.583,384.0,1,147.75,15.399778791305753,305.1144,0.6561599999999999
2892,2020-02-16 08:38:38+00:00,44.00975869037211,12.198974685743451,93.0,24793.07,147.0,9.583,364.0,1,147.65,15.405737755850225,305.1144,0.0
2893,2020-02-16 08:38:39+00:00,44.00968828238547,12.198906540870667,93.0,24802.68,146.0,9.62,352.0,1,147.5,15.41170914784943,305.1144,0.0
2894,2020-02-16 08:38:40+00:00,44.00961502455175,12.198844011873007,93.0,24812.31,147.0,9.62,336.0,1,147.45,15.417692967303369,305.1144,0.0
2895,2020-02-16 08:38:41+00:00,44.00953891687095,12.198786344379187,93.2,24821.85,146.0,9.555,330.0,1,147.35,15.423620863211006,305.77056000000005,0.6561600000000567
2896,2020-02-16 08:38:42+00:00,44.0094602946192,12.198735885322094,93.2,24831.44,147.0,9.583,338.0,1,147.3,15.429579827755477,305.77056000000005,0.0
2897,2020-02-16 08:38:43+00:00,44.00937966071069,12.198692467063665,93.4,24841.12,147.0,9.685,338.0,1,147.3,15.435594715846248,306.42672000000005,0.6561599999999999
2898,2020-02-16 08:38:44+00:00,44.00929751805961,12.19865458086133,93.4,24850.83,147.0,9.704,388.0,1,147.25,15.44162824511912,306.42672000000005,0.0
2899,2020-02-16 08:38:45+00:00,44.0092150401324,12.198621220886707,93.4,24860.49,148.0,9.667,406.0,1,147.3,15.447630705755156,306.42672000000005,0.0
2900,2020-02-16 08:38:46+00:00,44.00913197547197,12.19859004020691,93.6,24870.19,148.0,9.704,442.0,1,147.3,15.453658021300658,307.08288,0.656159999999943
2901,2020-02-16 08:38:47+00:00,44.009047988802195,12.19856078736484,93.8,24879.86,148.0,9.667,396.0,1,147.3,15.459666695664062,307.73904,0.6561599999999999
2902,2020-02-16 08:38:48+00:00,44.00896358303726,12.19853438436985,93.8,24889.53,148.0,9.667,464.0,1,147.3,15.465675370027466,307.73904,0.0
2903,2020-02-16 08:38:49+00:00,44.008878925815225,12.198510747402906,94.0,24899.15,148.0,9.62,352.0,1,147.3,15.471652975754038,308.3952,0.6561599999999999
2904,2020-02-16 08:38:50+00:00,44.00879284366965,12.198494151234627,94.0,24908.85,148.0,9.704,374.0,1,147.3,15.477680291299539,308.3952,0.0
2905,2020-02-16 08:38:51+00:00,44.008707012981176,12.198482751846313,94.0,24918.56,148.0,9.704,360.0,1,147.3,15.48371382057241,308.3952,0.0
2906,2020-02-16 08:38:52+00:00,44.00862009264529,12.198476130142808,94.0,24928.32,148.0,9.769,390.0,1,147.3,15.48977841848211,308.3952,0.0
2907,2020-02-16 08:38:53+00:00,44.00853283703327,12.198474034667015,94.0,24938.07,148.0,9.751,382.0,1,147.35,15.495836802664448,308.3952,0.0
2908,2020-02-16 08:38:54+00:00,44.00844574905932,12.198475627228618,94.0,24947.95,148.0,9.881,416.0,1,147.4,15.501975965302547,308.3952,0.0
2909,2020-02-16 08:38:55+00:00,44.00835799053311,12.19848157837987,94.0,24957.93,148.0,9.975,444.0,1,147.45,15.508177265214313,308.3952,0.0
2910,2020-02-16 08:38:56+00:00,44.00827031582594,12.198492558673024,94.2,24967.9,148.0,9.975,410.0,1,147.5,15.51437235139871,309.05136000000005,0.6561600000000567
2911,2020-02-16 08:38:57+00:00,44.008182222023606,12.19850605353713,94.4,24977.83,148.0,9.928,302.0,1,147.55,15.520542582673645,309.70752000000005,0.6561599999999999
2912,2020-02-16 08:38:58+00:00,44.00809396058321,12.198520805686712,94.6,24987.75,148.0,9.919,210.0,1,147.6,15.526706600221209,310.36368,0.656159999999943
2913,2020-02-16 08:38:59+00:00,44.00800636969507,12.198534803465009,94.8,24997.63,147.0,9.881,280.0,1,147.65,15.53284576285931,311.01984,0.6561599999999999
2914,2020-02-16 08:39:00+00:00,44.00791886262596,12.198549136519432,94.8,25007.54,147.0,9.909,324.0,1,147.65,15.53900356667951,311.01984,0.0
2915,2020-02-16 08:39:01+00:00,44.00783093646169,12.198563637211919,95.0,25017.42,146.0,9.881,298.0,1,147.65,15.545142729317607,311.676,0.6561599999999999
2916,2020-02-16 08:39:02+00:00,44.007743345573545,12.198578640818596,95.0,25027.35,146.0,9.928,286.0,1,147.6,15.551312960592542,311.676,0.0
2917,2020-02-16 08:39:03+00:00,44.00765608996153,12.19859448261559,95.2,25037.37,146.0,10.021,446.0,1,147.55,15.557539115413773,312.33216000000004,0.6561600000000567
2918,2020-02-16 08:39:04+00:00,44.007568415254354,12.198610994964838,95.2,25047.34,146.0,9.975,396.0,1,147.5,15.563734201598171,312.33216000000004,0.0
2919,2020-02-16 08:39:05+00:00,44.00748006999493,12.19862767495215,95.4,25057.32,146.0,9.975,352.0,1,147.4,15.569935501509937,312.98832000000004,0.6561599999999999
2920,2020-02-16 08:39:06+00:00,44.00739231146872,12.19864385202527,95.4,25067.11,146.0,9.797,266.0,1,147.3,15.576018740601738,312.98832000000004,0.0
2921,2020-02-16 08:39:07+00:00,44.00730581022799,12.198660112917423,95.4,25076.78,146.0,9.667,270.0,1,147.2,15.582027414965141,312.98832000000004,0.0
2922,2020-02-16 08:39:08+00:00,44.00722090154886,12.198677882552147,95.6,25086.48,146.0,9.704,306.0,1,147.1,15.588054730510645,313.64448,0.656159999999943
2923,2020-02-16 08:39:09+00:00,44.00713607668877,12.198694059625268,95.6,25096.26,146.0,9.779,486.0,1,147.0,15.594131755875079,313.64448,0.0
2924,2020-02-16 08:39:10+00:00,44.00704940780997,12.198710991069674,96.0,25106.01,145.0,9.751,414.0,1,146.85,15.600190140057414,314.95680000000004,1.3123200000000566
2925,2020-02-16 08:39:11+00:00,44.00696290656924,12.198727587237954,96.0,25115.79,145.0,9.779,402.0,1,146.7,15.606267165421851,314.95680000000004,0.0
2926,2020-02-16 08:39:12+00:00,44.00687548331916,12.198744686320424,96.2,25125.61,145.0,9.816,288.0,1,146.55,15.612369045695752,315.61296000000004,0.6561599999999999
2927,2020-02-16 08:39:13+00:00,44.006788060069084,12.198762372136116,96.2,25135.7,145.0,10.096,220.0,1,146.4,15.61863869660855,315.61296000000004,0.0
2928,2020-02-16 08:39:14+00:00,44.006701139733195,12.19877963885665,96.4,25145.57,145.0,9.863,266.0,1,146.25,15.624771645519282,316.26912000000004,0.6561599999999999
2929,2020-02-16 08:39:15+00:00,44.00661522522569,12.19879673793912,96.4,25155.43,145.0,9.863,194.0,1,146.1,15.63089838070265,316.26912000000004,0.0
2930,2020-02-16 08:39:16+00:00,44.00652872398496,12.19881140626967,96.6,25165.34,145.0,9.909,356.0,1,145.95,15.637056184522848,316.92528,0.656159999999943
2931,2020-02-16 08:39:17+00:00,44.0064418874681,12.198825823143125,96.6,25175.36,145.0,10.021,410.0,1,145.8,15.643282339344081,316.92528,0.0
2932,2020-02-16 08:39:18+00:00,44.00635446421802,12.198843592777848,96.8,25185.41,145.0,10.049,424.0,1,145.65,15.64952713534741,317.58144,0.6561599999999999
2933,2020-02-16 08:39:19+00:00,44.00626704096794,12.198866475373507,96.8,25195.51,145.0,10.096,380.0,1,145.55,15.655802999987573,317.58144,0.0
2934,2020-02-16 08:39:20+00:00,44.0061776060611,12.198884831741452,97.0,25205.69,146.0,10.18,302.0,1,145.5,15.662128574446667,318.23760000000004,0.6561600000000567
2935,2020-02-16 08:39:21+00:00,44.00608724914491,12.198902936652303,97.0,25215.77,145.0,10.077,186.0,1,145.45,15.668392011632099,318.23760000000004,0.0
2936,2020-02-16 08:39:22+00:00,44.005996556952596,12.198915090411901,97.2,25225.84,146.0,10.077,158.0,1,145.45,15.674649235090163,318.89376000000004,0.6561599999999999
2937,2020-02-16 08:39:23+00:00,44.005907122045755,12.198925567790866,97.2,25235.95,146.0,10.105,176.0,1,145.45,15.680931313457693,318.89376000000004,0.0
2938,2020-02-16 08:39:24+00:00,44.00581760331988,12.198939230293036,97.4,25246.17,146.0,10.226,218.0,1,145.45,15.68728174282625,319.54992000000004,0.6561599999999999
2939,2020-02-16 08:39:25+00:00,44.00572640821338,12.198954317718744,97.4,25256.45,146.0,10.273,248.0,1,145.45,15.693669454559013,319.54992000000004,0.0
2940,2020-02-16 08:39:26+00:00,44.005635548383,12.198970578610897,97.4,25266.87,146.0,10.422,160.0,1,145.45,15.700144158474902,319.54992000000004,0.0
2941,2020-02-16 08:39:27+00:00,44.00554292835295,12.198986755684018,97.4,25277.29,146.0,10.422,192.0,1,145.45,15.706618862390796,319.54992000000004,0.0
2942,2020-02-16 08:39:28+00:00,44.005449805408716,12.199007039889693,97.4,25287.86,146.0,10.572,72.0,1,145.45,15.713186772217183,319.54992000000004,0.0
2943,2020-02-16 08:39:29+00:00,44.0053575206548,12.199030425399542,97.4,25298.49,145.0,10.628,86.0,1,145.4,15.719791964407772,319.54992000000004,0.0
2944,2020-02-16 08:39:30+00:00,44.00526297278702,12.19905381090939,97.4,25309.1,145.0,10.609,86.0,1,145.4,15.726384729143623,319.54992000000004,0.0
2945,2020-02-16 08:39:31+00:00,44.005169766023755,12.19907870516181,97.4,25319.71,144.0,10.609,46.0,1,145.35,15.73297749387948,319.54992000000004,0.0
2946,2020-02-16 08:39:32+00:00,44.005075972527266,12.199109802022576,97.4,25330.26,144.0,10.553,62.0,1,145.3,15.739532976251134,319.54992000000004,0.0
2947,2020-02-16 08:39:33+00:00,44.00498385541141,12.199141485616565,97.4,25340.88,143.0,10.609,166.0,1,145.2,15.746131954714356,319.54992000000004,0.0
2948,2020-02-16 08:39:34+00:00,44.004893666133285,12.199175097048283,97.4,25351.48,142.0,10.609,246.0,1,145.05,15.752718505722843,319.54992000000004,0.0
2949,2020-02-16 08:39:35+00:00,44.004803225398064,12.199207367375493,97.4,25362.09,141.0,10.609,260.0,1,144.85,15.759311270458698,319.54992000000004,0.0
2950,2020-02-16 08:39:36+00:00,44.00471261702478,12.199238799512386,97.4,25372.59,141.0,10.506,94.0,1,144.65,15.76583568419352,319.54992000000004,0.0
2951,2020-02-16 08:39:37+00:00,44.00462033227086,12.19927174039185,97.4,25383.04,140.0,10.45,152.0,1,144.4,15.772329029291512,319.54992000000004,0.0
2952,2020-02-16 08:39:38+00:00,44.0045300591737,12.199303843080997,97.2,25393.5,140.0,10.45,228.0,1,144.15,15.778828588116868,318.89376000000004,-0.6561599999999999
2953,2020-02-16 08:39:39+00:00,44.004439199343324,12.199342483654618,96.8,25403.95,139.0,10.45,224.0,1,143.85,15.78532193321486,317.58144,-1.3123200000000566
2954,2020-02-16 08:39:40+00:00,44.004349345341325,12.19937869347632,96.8,25414.3,138.0,10.357,170.0,1,143.45,15.791753141039184,317.58144,0.0
2955,2020-02-16 08:39:41+00:00,44.00425907224417,12.19941490329802,96.6,25424.6,139.0,10.301,192.0,1,143.15,15.798153280226677,316.92528,-0.6561599999999999
2956,2020-02-16 08:39:42+00:00,44.004170559346676,12.199451196938753,96.4,25434.86,138.0,10.254,180.0,1,142.75,15.804528564504706,316.26912000000004,-0.656159999999943
2957,2020-02-16 08:39:43+00:00,44.004081124439836,12.199486652389169,96.4,25445.07,138.0,10.208,250.0,1,142.35,15.8108727801459,316.26912000000004,0.0
2958,2020-02-16 08:39:44+00:00,44.00399252772331,12.19952286221087,96.4,25455.18,138.0,10.114,202.0,1,141.95,15.81715485851343,316.26912000000004,0.0
2959,2020-02-16 08:39:45+00:00,44.00390510447323,12.199558233842254,96.4,25465.17,138.0,9.984,170.0,1,141.55,15.823362372152559,316.26912000000004,0.0
2960,2020-02-16 08:39:46+00:00,44.003818267956376,12.199593018740416,96.4,25475.06,137.0,9.891,210.0,1,141.1,15.829507748518028,316.26912000000004,0.0
2961,2020-02-16 08:39:47+00:00,44.003734197467566,12.199622439220548,96.4,25484.86,138.0,9.807,402.0,1,140.7,15.835597201337196,316.26912000000004,0.0
2962,2020-02-16 08:39:48+00:00,44.00365146808326,12.199650015681982,96.4,25494.62,137.0,9.76,282.0,1,140.25,15.841661799246896,316.26912000000004,0.0
2963,2020-02-16 08:39:49+00:00,44.00356932543218,12.199678011238575,96.4,25504.08,138.0,9.461,282.0,1,139.9,15.847539985335604,316.26912000000004,0.0
2964,2020-02-16 08:39:50+00:00,44.00348994880915,12.199701815843582,96.4,25513.34,138.0,9.256,318.0,1,139.55,15.853293896876982,316.26912000000004,0.0
2965,2020-02-16 08:39:51+00:00,44.00341141037643,12.199725788086653,96.4,25522.44,138.0,9.097,354.0,1,139.25,15.858948388780494,316.26912000000004,0.0
2966,2020-02-16 08:39:52+00:00,44.003333039581776,12.199755627661943,96.4,25531.31,138.0,8.873,386.0,1,138.95,15.864459964954579,316.26912000000004,0.0
2967,2020-02-16 08:39:53+00:00,44.00325718335807,12.199787395074964,96.4,25539.9,139.0,8.594,342.0,1,138.75,15.869797556762402,316.26912000000004,0.0
2968,2020-02-16 08:39:54+00:00,44.00318333879113,12.199821844696999,96.4,25548.26,139.0,8.36,402.0,1,138.6,15.87499223284079,316.26912000000004,0.0
2969,2020-02-16 08:39:55+00:00,44.003112176433206,12.199858138337731,96.6,25556.46,140.0,8.202,562.0,1,138.55,15.88008748928132,316.92528,0.656159999999943
2970,2020-02-16 08:39:56+00:00,44.0030434448272,12.199895102530718,96.8,25564.53,140.0,8.071,718.0,1,138.5,15.885101967266085,317.58144,0.6561599999999999
2971,2020-02-16 08:39:57+00:00,44.00297689251602,12.199939442798495,97.0,25572.6,141.0,8.071,824.0,1,138.55,15.890116445250849,318.23760000000004,0.6561600000000567
2972,2020-02-16 08:39:58+00:00,44.00291310623288,12.199988393113017,97.2,25580.33,142.0,7.726,690.0,1,138.65,15.894919656505152,318.89376000000004,0.6561599999999999
2973,2020-02-16 08:39:59+00:00,44.00285384617746,12.200041031464934,97.2,25587.87,143.0,7.539,486.0,1,138.85,15.899604806939491,318.89376000000004,0.0
2974,2020-02-16 08:40:00+00:00,44.0028000343591,12.200093418359756,97.6,25595.31,145.0,7.437,622.0,1,139.2,15.904227820100166,320.20608,1.3123199999999429
2975,2020-02-16 08:40:01+00:00,44.002751084044576,12.20015469007194,97.8,25602.61,147.0,7.306,712.0,1,139.6,15.90876384107771,320.86224,0.6561599999999999
2976,2020-02-16 08:40:02+00:00,44.00270573794842,12.200219733640552,98.2,25609.79,148.0,7.166,620.0,1,140.1,15.913225297326855,322.17456000000004,1.3123200000000566
2977,2020-02-16 08:40:03+00:00,44.00266475044191,12.20028905197978,98.6,25616.87,150.0,7.091,604.0,1,140.7,15.917624616302335,323.48688,1.3123199999999429
2978,2020-02-16 08:40:04+00:00,44.0026287920773,12.200359543785453,99.0,25624.06,151.0,7.185,654.0,1,141.35,15.922092286278849,324.79920000000004,1.3123200000000566
2979,2020-02-16 08:40:05+00:00,44.002594677731395,12.200432047247887,99.2,25631.13,152.0,7.073,676.0,1,142.05,15.926485391526963,325.45536000000004,0.6561599999999999
2980,2020-02-16 08:40:06+00:00,44.00255964137614,12.200503796339035,99.6,25638.25,154.0,7.119,748.0,1,142.9,15.930909565411909,326.76768,1.3123199999999429
2981,2020-02-16 08:40:07+00:00,44.00252309627831,12.2005763836205,100.6,25645.43,155.0,7.185,790.0,1,143.75,15.935371021661055,330.04848,3.2807999999999993
2982,2020-02-16 08:40:08+00:00,44.00248588062823,12.200645869597793,101.2,25652.6,156.0,7.166,828.0,1,144.7,15.939826264182832,332.01696000000004,1.9684800000000564
2983,2020-02-16 08:40:09+00:00,44.00244623422623,12.200714433565736,101.6,25659.72,157.0,7.119,818.0,1,145.65,15.944250438067781,333.32928,1.3123199999999429
2984,2020-02-16 08:40:10+00:00,44.00240323506296,12.20077721402049,102.0,25666.72,158.0,6.998,610.0,1,146.65,15.94860004722433,334.64160000000004,1.3123200000000566
2985,2020-02-16 08:40:11+00:00,44.002356715500355,12.20083773136139,102.6,25673.52,159.0,6.802,634.0,1,147.7,15.952825381833549,336.61008,1.9684799999999427
2986,2020-02-16 08:40:12+00:00,44.002307849004865,12.200890118256211,102.8,25680.47,159.0,6.951,764.0,1,148.75,15.957143922353264,337.26624,0.6561599999999999
2987,2020-02-16 08:40:13+00:00,44.00225487537682,12.200930519029498,103.4,25687.59,160.0,7.119,818.0,1,149.8,15.96156809623821,339.23472000000004,1.9684800000000564
2988,2020-02-16 08:40:14+00:00,44.00219670496881,12.200963459908962,103.8,25694.85,161.0,7.259,788.0,1,150.9,15.966079262306287,340.54704,1.3123199999999429
2989,2020-02-16 08:40:15+00:00,44.002136355265975,12.200989443808794,104.2,25702.33,161.0,7.483,594.0,1,151.95,15.97072713037643,341.85936000000004,1.3123200000000566
2990,2020-02-16 08:40:16+00:00,44.002074748277664,12.201011320576072,104.6,25709.56,161.0,7.231,592.0,1,153.0,15.975219655262407,343.17168,1.3123199999999429
2991,2020-02-16 08:40:17+00:00,44.002014230936766,12.201030431315303,105.0,25716.8,162.0,7.231,456.0,1,154.05,15.97971839387575,344.48400000000004,1.3123200000000566
2992,2020-02-16 08:40:18+00:00,44.00195337831974,12.201048536226153,105.6,25723.96,162.0,7.166,526.0,1,155.05,15.984167422670163,346.45248,1.9684799999999427
2993,2020-02-16 08:40:19+00:00,44.00189135223627,12.201066892594099,106.0,25731.13,162.0,7.166,538.0,1,156.0,15.988622665191944,347.76480000000004,1.3123200000000566
2994,2020-02-16 08:40:20+00:00,44.0018293261528,12.201084159314632,106.4,25738.39,161.0,7.259,554.0,1,156.8,15.99313383126002,349.07712000000004,1.3123199999999997
2995,2020-02-16 08:40:21+00:00,44.001768473535776,12.20110117457807,106.8,25745.67,161.0,7.287,666.0,1,157.5,15.99765742478283,350.38944000000004,1.3123199999999997
2996,2020-02-16 08:40:22+00:00,44.0017069503665,12.2011186927557,107.2,25753.16,161.0,7.483,682.0,1,158.15,16.002311506580337,351.70176000000004,1.3123199999999997
2997,2020-02-16 08:40:23+00:00,44.001643834635615,12.201134618371725,107.6,25760.88,161.0,7.726,824.0,1,158.7,16.007108504107276,353.01408,1.3123199999999429
2998,2020-02-16 08:40:24+00:00,44.00157921016216,12.201145682483912,108.0,25768.84,161.0,7.959,728.0,1,159.2,16.012054631091008,354.32640000000004,1.3123200000000566
2999,2020-02-16 08:40:25+00:00,44.00151156820357,12.201154064387083,108.4,25776.83,161.0,7.987,612.0,1,159.65,16.01701939925684,355.63872000000003,1.3123199999999997
3000,2020-02-16 08:40:26+00:00,44.001441579312086,12.201156914234161,108.8,25784.9,161.0,8.071,454.0,1,160.0,16.022033877241604,356.95104000000003,1.3123199999999997
3001,2020-02-16 08:40:27+00:00,44.00137133896351,12.201140569522977,109.0,25793.03,161.0,8.136,398.0,1,160.3,16.027085637590567,357.60720000000003,0.6561599999999999
3002,2020-02-16 08:40:28+00:00,44.00130453519523,12.201110227033496,109.4,25801.42,161.0,8.388,480.0,1,160.55,16.032298954851058,358.91952000000003,1.3123199999999997
3003,2020-02-16 08:40:29+00:00,44.00124158710241,12.20106739550829,109.8,25810.06,161.0,8.64,474.0,1,160.75,16.037667615295714,360.23184000000003,1.3123199999999997
3004,2020-02-16 08:40:30+00:00,44.00118375197053,12.201004531234503,110.0,25818.88,162.0,8.818,290.0,1,160.95,16.043148122832964,360.88800000000003,0.6561599999999999
3005,2020-02-16 08:40:31+00:00,44.00112851522863,12.200933201238513,110.2,25828.02,161.0,9.135,218.0,1,161.05,16.048827469645943,361.54416000000003,0.6561599999999999
3006,2020-02-16 08:40:32+00:00,44.00106933899224,12.200859859585762,110.4,25837.56,161.0,9.545,232.0,1,161.15,16.054755365553582,362.20032000000003,0.6561599999999999
3007,2020-02-16 08:40:33+00:00,44.001009576022625,12.200778890401125,110.6,25847.38,161.0,9.807,178.0,1,161.2,16.060857245827485,362.85648,0.656159999999943
3008,2020-02-16 08:40:34+00:00,44.00094595737755,12.200692389160395,110.6,25857.46,160.0,10.096,60.0,1,161.15,16.067120683012913,362.85648,0.0
3009,2020-02-16 08:40:35+00:00,44.00088183581829,12.200602786615491,110.8,25867.96,160.0,10.497,62.0,1,161.1,16.073645096747736,363.51264000000003,0.6561600000000567
3010,2020-02-16 08:40:36+00:00,44.00081285275519,12.200512178242207,110.8,25878.63,159.0,10.674,126.0,1,161.0,16.08027514384779,363.51264000000003,0.0
3011,2020-02-16 08:40:37+00:00,44.000744204968214,12.20042048022151,110.8,25889.72,159.0,11.085,24.0,1,160.85,16.087166167497237,363.51264000000003,0.0
3012,2020-02-16 08:40:38+00:00,44.00067321024835,12.200326770544052,110.8,25900.95,158.0,11.234,0.0,1,160.65,16.094144183329814,363.51264000000003,0.0
3013,2020-02-16 08:40:39+00:00,44.00059777311981,12.20023037865758,110.8,25912.42,157.0,11.467,0.0,1,160.4,16.101271328619184,363.51264000000003,0.0
